coffee_name,total_score,roast_level,agtron_ground,agtron_roast,price_per_100g,roaster_country,origin_country
Panama Finca Mama Cata Microlot Tona,94,Light,58,84,6.61,USA,Panama
Mr. David Mburu Kenya,96,Medium Light,56,78,6.0,USA,Kenya
Meaza Ethiopia,95,Medium Light,54,74,6.0,USA,Ethiopia
Costa Rica Finca Chispirta,94,Medium Light,54,68,11.02,USA,Costa Rica
Las Lajas Perla Negra Natural,94,Medium Light,52,70,6.47,USA,Costa Rica
Ninety Plus Silvia Solkiln N2,96,Medium,45,58,1152.42,Taiwan,Panama
P.R.O. Special Blended Coffee,94,Medium Dark,44,54,509.25,Taiwan,Costa Rica
Ethiopia Natural Yirgacheffe Gedeb G1 Lot 118,94,Medium Light,58,80,4.63,Taiwan,Ethiopia
Kenya Karatu,94,Medium Light,57,78,5.29,USA,Kenya
Ethiopia Gedeb Natural,94,Medium Light,58,77,5.0,USA,Ethiopia
Sumatra Tano Batak,95,Medium,51,62,4.48,USA,Indonesia
Kenya Gathiruini,95,Medium Light,56,78,7.35,USA,Kenya
Kenya Thageini,96,Light,58,84,6.17,USA,Kenya
Kenya Gatomboya Peaberry,96,Medium Light,55,74,5.57,USA,Kenya
Elida Natural Dragonfly Lot,94,Medium Light,55,75,5.29,USA,Panama
Worka Ethiopia,95,Medium Light,58,78,5.51,USA,Ethiopia
Indonesia Sumatra Tano Batak,94,Medium Light,52,74,6.17,USA,Indonesia
Ethiopia Hambela Washed,94,Light,65,78,4.7,USA,Ethiopia
Kenya Muranga Gondo AA,96,Medium Light,56,80,4.85,Taiwan,Kenya
Kenya Small-Lot Reserve Karatina AA,95,Medium Light,56,78,5.29,USA,Kenya
Washed Yirgacheffe Aramo Alemayehu Berhanu,95,Medium Light,56,78,4.19,Taiwan,Ethiopia
Kenya Nyeri Gathugu,94,Medium Light,54,75,4.41,USA,Kenya
Ethiopia Yirgacheffe Chelelektu,94,Light,69,84,2557.32,Taiwan,Ethiopia
Passport Collection Kenya Ichamara,94,Medium Light,54,73,4.7,USA,Kenya
Ethiopia Limu Natural No. 701,94,Medium Light,57,80,4.85,USA,Ethiopia
Ethiopia Yirgacheffe YCFCU Idido,94,Medium Light,52,76,255.51,Taiwan,Ethiopia
Sumatra Black Panther,94,Medium,50,69,4.0,South Korea,Indonesia
Sumatra Lintong Mutu Batak,94,Medium Light,54,74,4.26,USA,Indonesia
Amaro Gayo Natural Ethiopia,94,Light,58,90,5.28,USA,Ethiopia
Ardi Ethiopia Natural,94,Medium Light,54,79,4.7,USA,Ethiopia
Deri Kochoha Espresso,96,Medium Light,56,78,4.94,USA,Ethiopia
Camilina Geisha Auromar Natural,95,Light,58,84,21.83,USA,Panama
ManLao River Ethiopia Yirgacheffe Dry Process Gedeb Asasa,94,Medium Light,54,78,50.0,China,Ethiopia
Deri Kochoha Ethiopia,94,Medium Light,56,80,4.94,USA,Ethiopia
Cachajinas Guatemala Huehuetenango,94,Medium Light,56,80,5.28,USA,Guatemala
Ethiopia Yirgacheffe Goro,94,Medium Light,54,76,6.4,Australia,Ethiopia
El Obraje Geisha,95,Medium Light,50,73,9.41,USA,Colombia
Ethiopia Yirgacheffe Reko,96,Medium Light,54,76,5.73,USA,Ethiopia
Costa Rica Alberto Guardia Bourbon Natural,95,Medium Light,60,80,6.03,USA,Costa Rica
Colombia San Adolfo,94,Light,65,81,5.0,USA,Colombia
Laura’s Reserve SL-28,94,Medium Light,58,83,17.61,USA,USA
Brazil Estancia Telese,94,Light,66,83,3.89,USA,Brazil
Brazil Fazenda Passeio Natural,94,Medium Light,55,81,3.08,USA,Brazil
Kenya Nyeri Gatugi AA,94,Light,60,84,110.23,Taiwan,Kenya
Panama La Esmeralda Bosque Geisha,95,Medium Light,53,80,22.05,USA,Panama
Ethiopia Yirgacheffe Kebele Kochore,94,Medium Light,48,78,6.17,USA,Ethiopia
El Sitio Ecuador,94,Medium Light,52,80,5.57,USA,Ecuador
Harfusa Espresso,94,Medium Light,57,84,5.23,USA,Ethiopia
SOPACDI Congo,94,Medium Light,54,74,5.28,USA,Democratic Republic of the Congo
Reserve Panama Geisha Hacienda La Esmeralda,95,Medium Light,54,86,23.37,USA,Panama
Competition Blend,94,Light,62,84,4.99,USA,Ethiopia
Bean Brain Reserve Suke Quto Ethiopia Sidamo Espresso,94,Medium Light,60,80,5.59,USA,Ethiopia
Hambela Ethiopia,96,Medium Light,57,82,5.13,USA,Ethiopia
Drima Zede Ethiopia,94,Medium Light,57,82,39.65,China,Ethiopia
Ecuador Juan Peña,94,Light,64,78,8.0,USA,Ecuador
Kenya Othaya Peaberry,94,Medium Light,55,80,4.34,USA,Kenya
Organic Ethiopia Aramo Natural,94,Light,64,84,5.22,USA,Ethiopia
Love Shack (Kenya),94,Medium Light,54,78,5.14,USA,Kenya
100% Kona Bourbon Pointu Laurina,94,Medium Light,56,78,15.41,USA,USA
Costa Rica Alberto Guardia Venecia Natural,95,Light,60,82,5.44,USA,Costa Rica
Adame Gorbota Espresso,95,Medium Light,56,72,5.14,USA,Ethiopia
El Aguila Pacamara Espresso,94,Medium Light,60,80,4.63,El Salvador,El Salvador
Ethiopia Natural Yirgacheffe Banko Gutiti Coop,95,Light,62,84,132.28,Taiwan,Ethiopia
Ethiopia Natural Sidamo Guji Shakisso,94,Medium Light,53,81,110.23,Taiwan,Ethiopia
Colombia Granja La Esperanza Las Margaritas Sudan Rume,95,Medium Light,52,78,15.43,USA,Colombia
Adame Gorbota Ethiopia,94,Medium Light,54,82,5.14,USA,Ethiopia
Ethiopia Yirgacheffe Adado,94,Medium Light,55,78,4.56,USA,Ethiopia
Panama Ratibor Hartmann Natural,95,Medium Light,58,80,5.14,USA,Panama
Kenya AA Nyeri Tambaya,94,Light,60,84,4.55,USA,Kenya
Costa Rica Las Lajas Red Honey,94,Medium Light,53,77,4.85,USA,Costa Rica
Bernachon Panama Geisha,95,Medium Light,60,76,616.74,Taiwan,Panama
Panama La Esmeralda Geisha Bosque Natural,97,Medium Light,59,82,27.34,USA,Panama
Harfusa Ethiopia Yirgacheffe Fair Trade Organic,95,Medium Light,54,76,5.23,USA,Ethiopia
ASOPCAFA Colombia,94,Medium Light,60,77,4.37,USA,Colombia
Guatemala San Sebastian Natural,95,Medium Light,59,78,5.8,USA,Guatemala
Ethiopia Hachira Natural Espresso,94,Light,62,87,9.0,USA,Ethiopia
Ethiopia Kochere Espresso Profile,94,Medium Light,50,79,5.62,USA,Ethiopia
Kenya Nyeri Kiama FCS Ichuga Factory Peaberry,95,Medium,49,68,5.73,USA,Kenya
Kenya Nyeri Thageini,94,Medium Light,54,68,5.29,USA,Kenya
Kenya AA Lot-125 “Queen Flora”,95,Medium Dark,44,56,396.83,Taiwan,Kenya
Ethiopia Natural Yirgacheffe Phoenix Special “King Solomon”,94,Medium,48,60,352.73,Taiwan,Ethiopia
Fully Washed Ethiopia Phoenix Special “Dr. Evil”,94,Medium,45,57,308.64,Taiwan,Ethiopia
Sulawesi “Tanah Kebangkitan” Phoenix Special Espresso,94,Medium Dark,44,56,308.64,Taiwan,Indonesia
Kenya AA Lot-122 “Excalibur” Espresso,94,Medium Dark,45,54,396.83,Taiwan,Kenya
Panama Elida Natural Lot #13,95,Light,63,86,8.0,USA,Panama
Emma’s Jo: The Leam Hammer Competition Espresso,95,Medium Light,55,75,5.29,USA,Unknown
Costa Rica Sumava Natural Lot,94,Light,61,85,8.0,USA,Costa Rica
Panama Auromar Geisha Natural Peaberry,96,Medium Light,53,70,17.64,USA,Panama
El Burro Geisha Tachi Natural,95,Medium Light,55,75,13.8,USA,Panama
Holiday Blend,95,Medium Light,54,77,4.48,USA,Unknown
Holiday Blend,95,Light,66,82,11.02,Taiwan,Unknown
Nicaragua Pacamara Los Congos Lot #8,95,Light,68,82,8.0,USA,Nicaragua
Panama Boquete Kotowa Gesha Natural,94,Light,64,84,19.84,USA,Panama
Holiday Blend,94,Medium Light,59,70,5.56,USA,Ethiopia
Panama Finca Auromar Camilina Natural,94,Light,66,90,22.05,USA,Panama
El Aguila SL-28 El Salvador,94,Medium Light,58,77,5.51,USA,El Salvador
Ethiopia Sidama Special Lot Natural,95,Light,63,86,5.29,USA,Ethiopia
Panama Finca Deborah Caturra Natural,94,Light,65,88,8.82,USA,Panama
Nekisse Red N2 Level 39,96,Medium Light,63,74,188.0,China,Ethiopia
Panama La Esmeralda Bosque Lot 1 Gesha,94,Light,64,85,21.16,USA,Panama
Finca La Mula Panama Geisha Natural,95,Medium Light,52,73,22.02,USA,Panama
La Lagunita El Salvador,94,Medium Light,59,79,5.51,USA,El Salvador
Kenya Kinuyu AA,95,Medium Light,57,70,6.17,USA,Kenya
Costa Rica Alberto Guardia Venecia Honey,94,Light,63,85,5.44,USA,Costa Rica
Nicaragua Cafe Vidita Los Congos Pacamara Natural,95,Light,63,91,5.29,USA,Nicaragua
Kenya Kigutha AA,94,Medium Light,60,78,5.28,USA,Kenya
Panama Altieri Natural Geisha,96,Medium,49,72,22.02,USA,Panama
Organic Espresso,94,Medium,52,60,4.41,USA,Unknown
Kemgin Ninety Plus,94,Medium Light,52,72,7.63,USA,Ethiopia
Ethiopia Nigusse Lemma,94,Medium Light,58,76,4.98,USA,Ethiopia
Panama Don Pepe Estate Geisha Single-Origin Espresso,96,Medium,48,59,5.73,USA,Panama
Ichamama Kenya,94,Medium Light,56,74,4.73,USA,Kenya
Las Flores Espresso,95,Medium Light,57,78,4.64,USA,Costa Rica
El Salvador Finca Medrano Pacamara Nohemi Ventura,94,Light,62,87,8.0,South Korea,El Salvador
Ethiopia Jimma Agaro,95,Light,66,87,5.88,USA,Ethiopia
Rwanda Silverback Espresso,95,Medium Dark,43,52,0.22,Taiwan,Rwanda
Ecuador “Mama Kilya” Espresso,94,Medium Dark,44,50,0.44,Taiwan,Ecuador
Ethiopia Hambela,94,Medium Light,55,78,5.57,USA,Ethiopia
Kenya Nyeri Peaberry,95,Medium Light,55,76,4.23,USA,Kenya
Panama Lino Esmeralda Geisha Natural,96,Light,67,88,22.49,USA,Panama
Ethiopia Sidama Akrabi,94,Medium Light,58,71,16.41,USA,Ethiopia
Kenya AA Gakuyuri,94,Medium Light,60,75,4.48,USA,Kenya
Kenya Embu Gakui Peaberry,95,Medium Light,54,70,5.14,USA,Kenya
Kenya AA Kigwandi Estate,95,Medium Light,59,75,3.97,USA,Kenya
Ethiopia Yirgacheffe Buna Ababa,94,Medium Light,57,76,6.61,USA,Ethiopia
Panama Don Pepe Fully Washed Geisha,96,Medium Light,58,72,17.64,USA,Panama
Golden Mean Espresso Blend,94,Medium,48,60,4.39,USA,Unknown
Finca La Mula Panama Geisha,97,Medium,52,66,26.43,USA,Panama
S.O. Espresso Brazil Fazenda Santa Ines,94,Medium,47,60,3.81,USA,Brazil
Black House,94,Medium Light,55,69,4.12,USA,Unknown
Kenya Gachatha AA,96,Medium Light,54,76,7.33,USA,Kenya
Burundi Kayanza Province Mpanga Washing Station,94,Medium Light,54,74,6.17,USA,Burundi
Ethiopia Yirgacheffe Dabub Matebya,94,Light,65,87,4.41,USA,Ethiopia
Yemen Haraaz Red A+,94,Medium Light,54,74,8.38,USA,Yemen
El Salvador Finca Loma La Gloria,94,Light,78,99,5.58,USA,El Salvador
Ethiopia Sidama Ardi,95,Medium Light,57,78,5.59,USA,Ethiopia
Ethiopia Washed Limu Gera,94,Medium Light,61,79,3.75,Taiwan,Ethiopia
Ethiopia Aricha,94,Light,62,88,5.29,USA,Ethiopia
Ace Espresso,94,Medium Light,55,72,3.53,Canada,Unknown
Colombia Special Process Microlot 511 “Memory Orchard” Espresso,94,Medium,47,56,0.44,Taiwan,Colombia
Costa Rica Sonora Bourbon Natural,94,Light,68,92,5.59,USA,Costa Rica
The Secret Coffee,94,Light,66,99,264.32,Taiwan,Unknown
Panama Finca Hartmann,95,Light,63,81,5.14,USA,Panama
Sumatra Ulos Batak,94,Medium Light,54,70,5.29,USA,Indonesia
Espresso Blend,94,Medium,52,68,231.11,Taiwan,Unknown
Sillvia Solkiln N2 Level 95,96,Medium Light,59,80,466.67,China,Unknown
Sweet Maria’s Acatenango Gesha,94,Medium Light,60,74,187.2,China,Unknown
Keremara AA Kenya,95,Medium Light,60,79,5.42,USA,Kenya
Tchembe Gedeo Ethiopia,94,Medium Light,58,72,9.1,USA,Ethiopia
Ethiopia Yirgacheffe Gedeo,95,Light,64,94,4.26,USA,Ethiopia
Finca La Aurora Camilina Geisha,95,Light,62,88,21.38,USA,Unknown
Sumatra Lake Toba Peaberry,94,Medium,47,65,5.29,USA,Indonesia
Sumatra Ulos Batak,94,Medium Light,56,70,5.07,USA,Indonesia
Ethiopian Washed Kochere G1 SO Espresso,94,Medium,49,62,2.65,Taiwan,Ethiopia
Colombia Granja La Esperanza Grand Cru Mokka,94,Light,65,86,8.08,USA,Colombia
Panama Esmeralda Geisha,96,Medium Light,57,83,16.23,USA,Panama
Rum-Barrel Conditioned Ethiopia Gelena Abaya,94,Light,65,85,5.29,USA,Ethiopia
Finca La Mula Panama Geisha,96,Medium Light,57,81,21.72,USA,Panama
Milepost Kenya Nyeri Ruarai,94,Medium Light,58,81,5.29,USA,Kenya
Kenya Thiriku,95,Medium Light,56,77,5.14,USA,Kenya
Ari-Ari Seuri-Seuri,94,Medium Light,56,72,6.0,South Korea,Unknown
Jazz Apricot (Espresso),94,Medium,50,62,110.23,Taiwan,Unknown
Ethiopia Biloya Organic,95,Medium Light,55,75,4.92,USA,Ethiopia
Organic Ethiopian Worka Special Prep,94,Light,60,83,5.22,USA,Ethiopia
Ethiopia Washed Yirgacheffe Alemu Station,94,Light,65,88,3.97,Taiwan,Ethiopia
Kenya Kianjuri AB,94,Medium,53,68,5.29,USA,Kenya
Kenya Nyeri Tambaya Peaberry,94,Medium,49,65,5.73,USA,Kenya
Ethiopian Yirgacheffe Idido Natural,94,Medium Light,58,83,5.29,USA,Ethiopia
Kenya AA,95,Medium Light,56,79,220.46,Taiwan,Kenya
Ethiopia Suke Quto Organic,95,Medium,52,65,4.39,USA,Ethiopia
Espresso Blend Spring 15,94,Medium,48,54,127.87,Taiwan,Unknown
Esmeralda Leon Natural Geisha,96,Light,71,89,19.84,USA,Unknown
"Shilcho Ethiopia, Red Cherry Initiative",94,Medium,53,66,5.0,USA,Ethiopia
"Lomi Tasha Worka, Ethiopia",95,Light,64,85,7.35,USA,Ethiopia
Laura’s Reserve SL-28,94,Medium,53,68,15.85,USA,Unknown
Semeon Abay Ethiopia,95,Light,66,84,121.4,USA,Ethiopia
Kenya Nyeri Rukira AB,95,Medium,49,66,4.41,Taiwan,Kenya
Auromar Camilina Geisha,95,Light,62,88,17.64,USA,Unknown
Holiday Blend,95,Medium Light,59,78,5.07,USA,Unknown
Ethiopia Wenago Natural,95,Medium Light,55,73,5.29,USA,Ethiopia
Panama Geisha Holiday Blend,95,Light,67,88,16.0,USA,Panama
Panama Esmeralda Especial Geisha Bosque 2,94,Medium,50,65,27.34,USA,Panama
Gratitude Special Blend,94,Medium,46,64,3.67,USA,Unknown
Nicaragua Pacamara Reserve Los Congos,94,Medium Light,57,73,5.29,USA,Nicaragua
Kenya Muthonjo AA,94,Medium,49,64,10.67,USA,Kenya
Ethiopia Ninety Plus Hachira N2,95,Medium,51,67,8.82,USA,Ethiopia
Perci Red Panama Gesha,95,Light,74,101,21.3,USA,Panama
Kenya Karagoto,94,Medium,54,66,3.82,USA,Kenya
Nekisse Natural Process Ethiopia,94,Light,64,89,9.1,USA,Ethiopia
Ethiopia Yirgacheffe Gutiti,94,Medium,52,69,4.98,USA,Ethiopia
Ulos Batak Sumatra Peaberry,95,Medium Light,54,78,5.44,USA,Indonesia
Ethiopia Konga,94,Medium Light,56,76,4.98,USA,Ethiopia
Kenya AA Top 405A Espresso,95,Medium,47,62,352.74,Taiwan,Kenya
Seasonal Mini-Me Yirgacheffe Washed,94,Medium,52,68,220.46,Taiwan,Ethiopia
Panama Mama Cata Natural,95,Medium,42,63,9.98,USA,Panama
High Mountain Red Bourbon,95,Medium Light,61,77,15.41,USA,Unknown
Nicaragua Pacamara Reserve Los Congos,94,Medium Light,56,73,5.29,USA,Nicaragua
Panama Duncan Natural Gesha,94,Light,61,81,20.72,USA,Panama
Guatemala Acatenango Gesha,94,Light,72,87,9.7,USA,Guatemala
Kenya Kigwandi AA,94,Medium Light,53,70,5.86,USA,Kenya
Ethiopia Homacho Waeno,95,Medium Light,62,75,217.47,USA,Ethiopia
Colombia Granja Esperanza Gesha AAA,95,Medium Light,53,76,97.39,USA,Colombia
Kenya Mathew Mugo,94,Medium Light,61,79,5.28,USA,Kenya
Organic Ethiopian Banko Natural,94,Medium Light,59,75,4.92,USA,Ethiopia
Kenya Nyeri,94,Medium,52,62,5.29,USA,Kenya
Konga Natural Ethiopia,94,Light,62,84,5.24,USA,Ethiopia
Kenya AA Giakanja,94,Medium Light,53,71,43.82,USA,Kenya
Ethiopia Chele’ Lektu,94,Medium,52,68,4.12,USA,Ethiopia
Ethiopia Boke Natural Grade 1 Espresso,94,Medium Light,56,66,5.14,USA,Ethiopia
Kochoha Espresso,94,Medium Light,56,72,4.37,USA,Unknown
Kenya Nyeri Giakanja,95,Medium,50,55,6.17,USA,Kenya
Perci N2 L39,94,Medium Light,55,78,188.0,China,Unknown
Yirgacheffe Aricha Natural G1,94,Medium Light,59,74,10.0,South Korea,Ethiopia
Sumatra Tano Batak,94,Medium,54,66,5.14,USA,Indonesia
Panama Ironman Camilina Geisha,97,Medium Light,58,80,22.02,USA,Panama
Panama Estate Reserve: Elida Estate Natural,94,Medium Light,58,80,5.29,USA,Panama
Byron’s Maracaturra Natural Nicaragua,94,Light,64,80,4.85,USA,Nicaragua
Panama Chiriqui Finca Santa Teresa Geisha,94,Light,72,87,7.94,USA,Panama
Costa Rica Cerro San Luis Natural,94,Medium Light,57,74,5.26,USA,Costa Rica
Panama La Berlina Typica Natural,94,Medium Light,56,76,211.64,Taiwan,Panama
Costa Rica Flor de Santos Bourbon Natural,94,Medium Light,57,79,89.0,China,Costa Rica
Panama NPGE Perci N2,94,Medium Light,59,77,25.0,South Korea,Panama
El Salvador Cerro Las Ranas Espresso,94,Medium Dark,44,50,4.69,USA,El Salvador
Kii Kenya,94,Medium Light,58,73,5.86,USA,Kenya
Ethiopia Boke Washed Grade 1,95,Medium Light,57,82,5.0,USA,Ethiopia
Ethiopia Semeon Abay N3,94,Light,62,87,95.0,South Korea,Ethiopia
Kenya Kahiriga,94,Medium Light,56,74,5.44,USA,Kenya
Elida Estate Panama,95,Medium Light,57,74,7.64,USA,Panama
Kenya Baragwi Kagongo Peaberry,94,Medium,49,71,4.26,USA,Kenya
Sumatra Ulos Batak,96,Medium,53,68,5.29,USA,Indonesia
Washed Yirgacheffe,94,Medium Light,54,76,5.58,USA,Ethiopia
Kenya Kikai,95,Medium Light,57,77,5.22,USA,Kenya
Ethiopia Yirgacheffe Kore Kochore,94,Medium Light,59,76,4.26,USA,Ethiopia
SO Espresso Brazil Fazenda Rainha Natural,94,Medium,54,66,3.81,USA,Brazil
Papua New Guinea Kunjin,94,Light,64,82,4.85,USA,Papua New Guinea
Ethiopia Sidama Ardi,94,Medium,52,61,5.0,USA,Ethiopia
Celinga Ethiopia Espresso,94,Medium Light,57,73,4.85,USA,Ethiopia
Celinga Ethiopia,95,Medium Light,57,73,4.85,USA,Ethiopia
Ethiopia Danch Meng,94,Medium Light,57,77,5.73,USA,Ethiopia
Ethiopia Moplaco Yirgacheffe,94,Medium Light,58,80,450.0,Taiwan,Ethiopia
Ethiopia Yirga Natural Bedhatu,94,Light,65,90,5.07,Taiwan,Ethiopia
Kenya Nyeri Tambaya AA,95,Medium Light,55,72,450.0,Taiwan,Kenya
Guji Zone Ethiopia,95,Medium Light,59,77,5.29,USA,Ethiopia
Colombia Cerro Azul Geisha,95,Medium,52,63,13.33,USA,Colombia
Colombia Cerro Azul Enano,94,Medium Light,60,79,4.51,USA,Colombia
"Colombia Finca Monte Verde, Gildardo Gutierrez",94,Medium Light,58,73,5.73,USA,Colombia
Twisted 3.0 Espresso,94,Medium,50,60,4.63,USA,Unknown
Ethiopia Amaro Gayo Dry Process,94,Medium Light,60,81,3.97,USA,Ethiopia
Ethiopia Gedeo Yirgacheffe,94,Light,63,85,4.04,USA,Ethiopia
Rwanda Karongi Gitesi,94,Medium Light,53,71,4.26,USA,Rwanda
Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process,96,Light,63,81,5.66,USA,Ethiopia
Ethiopia FTO Worka,95,Light,66,88,4.41,USA,Ethiopia
Kenya Makwa AB,96,Medium,54,67,4.98,USA,Kenya
Kenya Kabare AB,95,Light,64,84,4.26,USA,Kenya
El Salvador Santa Elena Honey Pacamara,94,Medium Light,55,68,5.59,USA,El Salvador
Kenya Makwa AB,95,Medium,51,59,4.7,USA,Kenya
Ethiopia Yirgacheffe ECX Auction Lot,94,Medium Light,56,71,5.0,USA,Ethiopia
Ethiopia Ninety Plus Pheribo N2,95,Light,66,85,15.0,South Korea,Ethiopia
Ethiopia Washed Sidama Shilcho Coop G1,94,Light,64,80,143.3,Taiwan,Ethiopia
Ethiopia Washed Yirgacheffe “Mini-Me” 2014,96,Medium,50,65,220.46,Taiwan,Ethiopia
Panama Los Lajones Bambu Geisha,96,Medium Light,57,78,26.46,USA,Panama
Kikai Kenya,95,Medium,52,62,4.26,USA,Kenya
Panama Gesha Perci Red,96,Light,66,88,21.3,USA,Panama
Organic Ethiopian Yirgacheffe Idido,94,Medium Light,59,74,4.63,USA,Ethiopia
Holiday Blend,95,Medium Light,56,78,3.75,USA,Unknown
Panama Finca La Mula Geisha Natural,94,Medium Light,60,75,22.02,USA,Panama
Kenya Gichuka AA,94,Medium Light,56,72,5.0,USA,Kenya
Ethiopia Washed Yirgacheffe Mini-Me,94,Medium,50,62,220.46,Taiwan,Ethiopia
Ethiopia Kelenso Mokanisa,94,Medium Light,59,73,4.11,USA,Ethiopia
Ganesha Espresso,94,Medium,49,59,3.08,USA,Unknown
Lennette Kenya,94,Medium Light,56,68,4.7,USA,Kenya
Ethiopia Ninety Plus Nekisse Red,95,Medium,49,66,19.11,USA,Ethiopia
Ethiopia Yirgacheffe Kochere Aricha,94,Medium Light,53,79,3.56,USA,Ethiopia
Ethiopia Banko Natural,94,Medium Light,58,75,4.79,USA,Ethiopia
Makwa Kenya Nyeri,94,Medium Light,57,71,5.29,USA,Kenya
Panama Los Lajones Bambu Geisha Natural,94,Medium Light,58,75,26.43,USA,Panama
Juliette Red Ninety Plus Gesha Estate Panama,94,Medium Light,53,72,35.0,South Korea,Panama
100% Kona High Mountain Io Extra Fancy,94,Medium Light,55,75,15.85,USA,USA
Sumatra Blue Batak Peaberry,94,Medium,53,68,4.85,USA,Indonesia
Panama Gesha Ninety Plus Perci Red,95,Medium,52,68,19.11,USA,Panama
El Agulia Pacamara El Salvador,94,Light,63,82,5.11,USA,El Salvador
Mexico Finca Kassandra Pacamara,94,Medium Light,55,68,5.0,USA,Mexico
Panama Finca Santa Teresa Honey Geisha,94,Medium,55,66,1234.57,Taiwan,Panama
Batista Natural Geisha,94,Light,65,84,837.74,Taiwan,Unknown
Perci N2 Ninety Plus Gesha Estates Panama,94,Medium Light,58,71,35.0,South Korea,Panama
Ethiopia Sidama Deri Kochoha,94,Medium,52,66,3.97,USA,Ethiopia
Kenya Kirinyaga Karimikui Peaberry,95,Medium,52,66,4.26,USA,Kenya
Ethiopia Yirgacheffe,94,Light,59,84,4.41,USA,Ethiopia
Panama Auromar Estate “Ironman” Geisha,94,Medium Light,56,82,23.36,USA,Panama
Guatemala Acatenango Gesha,95,Medium,50,65,8.82,USA,Guatemala
Kenya Ruira Mchana Estate,94,Medium,51,55,4.56,USA,Kenya
Honeyed Yellow Caturra,94,Medium,52,60,11.76,USA,USA
Hawaii Ka’u Isla,94,Medium Light,57,75,9.69,USA,USA
Ethiopia Yirgacheffe Kochere Grade 1,94,Medium Light,58,74,4.56,USA,Ethiopia
Colombia Valle del Cauca Cerro Azul Geisha AAA,96,Medium Light,60,81,26.34,USA,Colombia
Nyala Kenya Peaberry,94,Medium Light,55,68,4.41,USA,Kenya
Ethiopia Kercha Naturally Processed Sidama,94,Light,64,81,5.23,Canada,Ethiopia
Kenya AA Top Lot A114,94,Medium,49,62,352.74,Taiwan,Kenya
Mchana Kenya Peaberry,95,Medium,53,65,4.7,USA,Kenya
Deri Kochoha Ethiopian Sidamo,94,Medium Light,57,72,4.41,USA,Ethiopia
Kemgin Ethiopia,94,Medium,51,62,4.3,USA,Ethiopia
Lintong Sumatra Dolok Sangul,94,Medium Light,54,77,4.85,USA,Indonesia
Tano Batak Sumatra,94,Medium Light,54,73,4.11,USA,Indonesia
Momma Bear Espresso,94,Medium Light,56,76,5.0,USA,Unknown
Ethiopia Yirgacheffe Kochere G1,94,Medium Light,58,75,4.85,USA,Ethiopia
Maragogype Honey Process,94,Medium Light,51,75,20.16,USA,USA
Ulos Batak Sumatra Peaberry,95,Medium,52,68,4.41,USA,Indonesia
Ninety Plus Kemgin W2 Ethiopia,94,Medium,49,65,286.6,Taiwan,Ethiopia
Ethiopia Dry Process Saris Abaya,94,Medium Light,59,72,198.41,Taiwan,Ethiopia
Kenya AB Top Lot Single-Origin Espresso,94,Medium Dark,46,53,286.6,Taiwan,Kenya
Geisha S94,94,Light,61,93,288.0,China,Panama
Sumatra Mandheling Wahana,94,Medium Light,59,76,3.97,USA,Indonesia
Geisha P.E.B. (RFA),94,Medium Light,56,83,588.0,China,Panama
Ethiopia Dry Process Grade 1 Aricha Yirgacheffe,95,Medium Light,56,81,500.0,Taiwan,Ethiopia
Ethiopia Yirgacheffe ECX,96,Light,64,83,4.56,USA,Ethiopia
Tchembe Single Origin Espresso,94,Medium,53,66,5.5,USA,Unknown
Ethiopia Ninety Plus Kemgin,96,Medium Light,52,73,5.29,USA,Ethiopia
El Salvador Santa Marta Honey,94,Medium Light,55,79,4.98,USA,El Salvador
Rwanda Nyamasheke,95,Medium Light,56,73,4.12,USA,Rwanda
Kenya Riakiberu Peaberry,95,Medium,45,67,3.82,USA,Kenya
Belekatu Ethiopia Yirgacheffe,94,Medium Light,56,78,4.41,USA,Ethiopia
Yukro Ethiopia,94,Medium Light,57,72,6.17,USA,Ethiopia
Kenya Nyeri Gaturiri Peaberry,95,Medium,49,69,4.7,USA,Kenya
Rutana Burundi Espresso,94,Medium Dark,46,55,4.11,USA,Burundi
La Esmeralda Mario Carnaval 2012 Panama,96,Light,66,86,104.84,USA,Panama
Sumatra Wahana Natural,94,Medium Light,59,69,4.76,USA,Indonesia
Harfusa Ethiopia Yirgacheffe Fair Trade Organic,94,Medium Light,56,73,4.41,USA,Ethiopia
Kenya Mukurweini Kamuchuni AA,94,Medium,53,63,5.29,USA,Kenya
Sweet Breeze,94,Medium Light,58,76,220.46,Taiwan,Unknown
Washed Yirgacheffe,94,Light,61,81,176.37,Taiwan,Ethiopia
Ninety Plus Sillvia SK L95,94,Medium Light,55,75,40.0,China,Unknown
Mexico Santa Teresa BCS 02: Cabernet Franc Barrel,95,Medium Light,58,79,5.88,USA,Mexico
Yirgacheffe Blue Nile,94,Medium Light,54,73,3.86,USA,Ethiopia
Yirgacheffe Belekatu,95,Medium Light,52,70,4.41,USA,Ethiopia
Ethiopia Yirgacheffe Kochere,94,Medium Light,53,69,4.39,USA,Ethiopia
Mario San Jose Geisha,94,Medium Light,54,71,29.72,USA,Panama
Perci Red Panama Gesha,97,Medium,52,67,16.74,USA,Panama
Panama Don Pachi Natural Geisha,96,Light,62,86,26.45,USA,Panama
Kenya Kamviu,95,Medium,52,61,4.85,USA,Kenya
Panama La Esmeralda Especial,95,Medium Light,57,74,14.09,USA,Panama
