coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location
Chelbessa Ethiopia;94.0;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Ethiopia;madison, wisconsin
Ka’u Tropical Punch;94.0;Minneapolis, Minnesota;Ka'u growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;60.0;78.0;22,05;25.0;;minneapolis, minnesota
Ethiopia Gesha Village Illubabor Forest Lot 22/043 (Single-Terroir) Natural Process;94.0;Taipei, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $299/100 grams;64.0;84.0;299;10.54673721340388;Ethiopia;taipei, taiwan
Ethiopia Gera Genji Challa;94.0;San Diego, California;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$28.00/12 ounces;59.0;77.0;8,23;28.0;Ethiopia;san diego, california
Kenya Gotomboya Peaberry;94.0;San Diego, California;Nyeri growing region, south-central Kenya;Medium Light;$27.00/12 ounces;59.0;77.0;7,94;27.0;Kenya;san diego, california
Panama Hartmann Estate Chicho Gallo Amaro Gayo Natural BOP#1;94.0;Taipei, Taiwan;Chiriqui Province, far western Panama;Medium Light;NT $549/100 grams;60.0;78.0;549;19.365079365079364;Panama;taipei, taiwan
Kenya Ichamama;94.0;San Diego, California;Nyeri growing region, south-central Kenya;Medium Light;$28.00/12 ounces;59.0;77.0;8,23;28.0;Kenya;san diego, california
Ethiopia Uchoro Nansebo Washed;95.0;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Light;$27.00/12 ounces;60.0;82.0;7,94;27.0;Ethiopia;floyd, virginia
Nekisse Phantom Roasting;95.0;Hong Kong, China;Sidamo growing region, south-central Ethiopia;Light;HKD $650/150 grams;64.0;83.0;433,33;;Ethiopia;hong kong, china
Colombia Finca Samboni Gesha Anaerobic Natural;94.0;Floyd, Virginia;Algeciras, Huila Department, Colombia;Medium Light;$30.00/12 ounces;62.0;78.0;8,82;30.0;Colombia;floyd, virginia
Kambera Inari Roasting;94.0;Hong Kong, China;Piedra Candela, Panama;Light;HKD $530/150 grams;62.0;80.0;353,33;;Panama;hong kong, china
Colombia Don Correa Gesha;94.0;Lexington, Virginia;San Jose, Caldas, Colombia;Light;$32.95/12 ounces;62.0;80.0;9,69;32.95;Colombia;lexington, virginia
Ethiopia BergWu Maker Series Yirgacheffe Wuri G1 Lot MW21/02;94.0;Hong Kong, China;Yirgacheffe growing region, southern Ethiopia;Medium Light;HKD $128/200 grams;62.0;78.0;64;;Ethiopia;hong kong, china
Mexico Finca Santa Cruz COE#1b;94.0;Macao, China;La Concordia, Chiapas State, Mexico;Light;HKD $498/100 grams;64.0;84.0;498;;Mexico;macao, china
Wilton Benitez Geisha;95.0;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Medium Light;$25.00/8 ounces;59.0;81.0;11,02;25.0;Colombia;madison, wisconsin
Colombia Cerro Azul Geisha;95.0;San Diego, California;Trujillo, Valle del Cauca Department, Colombia;Light;$59.00/8 ounces;62.0;80.0;26,01;59.0;Colombia;san diego, california
Yirgacheffe Mengesha Natural;94.0;Glendale, California;Yirgacheffe growing region, southern Ethiopia;Medium Light;$20.50/12 ounces;60.0;77.0;6,03;45797,00;Ethiopia;glendale, california
Panama Geisha Finca Debra Symbiosis;94.0;Redding, California;Volcan growing region, western Panama;Light;$45.00/4 ounces;62.0;80.0;39,68;45.0;Panama;redding, california
Panama Geisha Finca Debra Echo;94.0;Redding, California;Volcan growing region, western Panama;Light;$40.00/200 grams;64.0;80.0;20;1.4109347442680775;Panama;redding, california
Ethiopia Hamasho Washed;95.0;Minnesota, Minnesota;Bombe Mountains, Sidama Region, Ethiopia;Light;$25.00/12 ounces;62.0;81.0;7,35;25.0;Ethiopia;minnesota, minnesota
Ethiopia Idido Anaerobic Natural;95.0;Minneapolis, Minnesota;Yirgacheffe growing region, southern Ethiopia;Medium Light;$20.00/6 ounces;61.0;80.0;11,76;20.0;Ethiopia;minneapolis, minnesota
Mexico Cup of Excellence #7;94.0;Manlius, New York;Coatepec, Veracruz State, Mexico;Light;$40.00/12 ounces;62.0;80.0;11,76;40.0;Mexico;manlius, new york
Ethiopia Reko Yirgacheffe;94.0;Sacramento, California;Yirgacheffe growing region, southern Ethiopia;Medium Light;$23.50/12 ounces;60.0;76.0;6,91;45800,00;Ethiopia;sacramento, california
Double-Anaerobic Fermentation Tamiru Tadesse;94.0;Big Lake, Alaska;Sidamo growing region, south-central Ethiopia;Light;$40.00/10 ounces;62.0;80.0;14,11;40.0;Ethiopia;big lake, alaska
Ethiopia Chelbesa Danche Yirgacheffe;94.0;San Diego, California;Chelchele, Gedeb District, Gedeo Zone, Ethiopia;Medium Light;$24.00/12 ounces;60.0;77.0;7,05;24.0;Ethiopia;san diego, california
Ethiopia Honey Process Tamiru Tadesse;94.0;Big Lake, Alaska;Sidamo growing region, south-central Ethiopia;Light;$35.00/10 ounces;64.0;83.0;12,35;35.0;Ethiopia;big lake, alaska
Ethiopia Halo Beriti;96.0;Lexington, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$20.95/12 ounces;60.0;77.0;6,16;20.95;Ethiopia;lexington, virginia
Narsha Gesha;96.0;Denver, Colorado;Bench-Maji Zone, southern Ethiopia;Light;$35.00/200 grams;63.0;81.0;17,5;1.2345679012345678;Ethiopia;denver, colorado
Ethiopia Washed Guji Uraga Welichu;96.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $375/8 ounces;58.0;78.0;165,34;375.0;Ethiopia;chia-yi, taiwan
Don Roger & Isabel’s Natural Fruit Symphony;94.0;Rochester, New York;Jinotega Department, Nicaragua;Medium Light;$19.00/175 grams;60.0;77.0;10,86;0.6701940035273368;Nicaragua;rochester, new york
Kenya Gitare AA TOP;95.0;Chia-Yi, Taiwan;Embu County, Eastern Province, Kenya;Light;NT $340/8 ounces;62.0;80.0;149,91;340.0;Kenya;chia-yi, taiwan
Yemen Natural Sana’a Manakhah Ja’adi;95.0;Chia-Yi, Taiwan;Manakhah, Sana'a, Yemen;Medium Light;NT $900/4 ounces;58.0;77.0;793,65;900.0;Yemen;chia-yi, taiwan
Ethiopia Bench Maji Gesha Special Natural Lot 03;95.0;Chia-Yi, Taiwan;Bench-Maji Zone, southern Ethiopia;Light;NT $400/8 ounces;64.0;81.0;176,37;400.0;Ethiopia;chia-yi, taiwan
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process;94.0;Taipei, Taiwan;Yirgacheffe growing region, southern Ethiopia;Light;NT $459/8 ounces;62.0;80.0;202,38;459.0;Ethiopia;taipei, taiwan
Ethiopia Natural Yirgacheffe Burtukaana Danche;94.0;Chia-Yi, Taiwan;Gedeo Zone, southern Ethiopia;Medium Light;NT $350/8 ounces;60.0;78.0;154,32;350.0;Ethiopia;chia-yi, taiwan
Ethiopia Hateso Guji Washed;94.0;Bozeman, Montana;Guji Zone, Oromia Region, Ethiopia;Medium Light;$20.00/12 ounces;59.0;78.0;5,88;20.0;Ethiopia;bozeman, montana
Guatemala El Injerto Pacamara;94.0;San Rafael, California;La Libertad, Huehuetenango Department, Guatemala;Medium Light;$22.00/6 ounces;58.0;74.0;12,93;22.0;Guatemala;san rafael, california
Colombia Finca Samboni Gesha Anaerobic Natural;95.0;Charlotte, North Carolina;Algeciras, Huila Department, Colombia;Light;$45.00/12 ounces;62.0;80.0;13,23;45.0;Colombia;charlotte, north carolina
Colombia Tres Dragones;94.0;San Diego, California;Caicedonia, Valle de Cauca Department, Colombia;Light;$23.00/10 ounces;64.0;84.0;8,11;23.0;Colombia;san diego, california
Rwanda Cyesha Natural;94.0;Charlotte, North Carolina;Nyamasheke District, Lake Kivu, Rwanda;Medium Light;$26.00/12 ounces;58.0;74.0;7,64;26.0;Rwanda;charlotte, north carolina
Espresso No. 3;94.0;Antigua, Guatemala;Antigua growing region, Guatemala;Medium Light;$20.00/12 ounces;54.0;78.0;5,88;20.0;Guatemala;antigua, guatemala
Finca Santa Isabel;94.0;Antigua, Guatemala;Cobán growing region, Alta Verapaz Department, Guatemala;Medium Light;$13.00/12 ounces;58.0;76.0;3,82;13.0;Guatemala;antigua, guatemala
Colombia Castillo Fruit Maceration Series (Passionfruit);95.0;Jersey City, New Jersey;Armenia, Quindio Department, Colombia;Medium Light;$25.00/8 ounces;58.0;78.0;11,02;25.0;Colombia;jersey city, new jersey
Colombia Castillo Fruit Maceration Series (Strawberry);94.0;Jersey City, New Jersey;Armenia, Quindio Department, Colombia;Medium Light;$25.00/8 ounces;61.0;78.0;11,02;25.0;Colombia;jersey city, new jersey
Colombia Castillo Fruit Maceration Series (Peach);94.0;Jersey City, New Jersey;Armenia, Quindio Department, Colombia;Medium Light;$25.00/8 ounces;60.0;77.0;11,02;25.0;Colombia;jersey city, new jersey
Full Moon Espresso;95.0;Taipei, Taiwan;"Ethiopia; Guatemala; El Salvador; Panama; Costa Rica";Medium;NT $550/200 grams;48.0;64.0;275;19.400352733686066;Rica;taipei, taiwan
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot;95.0;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;$10.00/4 ounces;62.0;80.0;8,82;10.0;Ethiopia;taipei, taiwan
Colombia La Esperanza 100% Geisha Hanashaku;94.0;Taoyuan, Taiwan;Valle de Cauca, Colombia;Light;NT$500/4 ounces;65.0;81.0;440,92;500.0;Colombia;taoyuan, taiwan
Kona Extra Fancy;95.0;Lincoln, California;Kona growing region, “Big Island” of Hawai’i;Medium Light;$45.99/12 ounces;58.0;74.0;13,52;45.99;;lincoln, california
Costa Rica Las Lajas Perla Negra;94.0;Durango, Colorado;Sabanilla de Alajuela growing region, Costa Rica;Medium Light;$18.95/12 ounces;57.0;76.0;5,57;18.95;Rica;durango, colorado
Ecuador COE 1st place Arashi Typica Mejorado Washed;96.0;Yilan, Taiwan;Saraguro, Loja, Ecuador;Light;NT $800/20 grams;62.0;80.0;4000;28.21869488536155;Ecuador;yilan, taiwan
Ethiopia Getu Kurume Natural;95.0;Hsinchu, Taiwan;Yirgacheffe growing region, southern Ethiopia;Light;NT $460/8 ounces;64.0;86.0;202,82;460.0;Ethiopia;hsinchu, taiwan
Fruit of the Goddess Espresso Blend;94.0;Taipei City, Taiwan;"Kenya; Costa Rica; Ethiopia";Medium Light;NT $550/454 grams;52.0;70.0;121,15;19.400352733686066;Ethiopia;taipei city, taiwan
Papua New Guinea Wahgi Valley Sigri Estate Peaberry;94.0;Taipei City, Taiwan;Western Highlands Province, Papua New Guinea;Medium Light;NT $550/227 grams;57.0;77.0;242,29;19.400352733686066;Guinea;taipei city, taiwan
Kenya Nyeri Asali Peaberry;95.0;Taipei City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $500/227 grams;60.0;77.0;220,26;17.636684303350968;Kenya;taipei city, taiwan
Memories of Autumn;94.0;Taitung, Taiwan;"Ethiopia; Colombia";Light;NT$399/8 ounces;64.0;82.0;175,93;399.0;Colombia;taitung, taiwan
Ethiopia Gera Estate Anaerobic Natural;95.0;Charlotte, North Carolina;Djimma growing region, Oromia State, Ethiopia;Medium Light;$22.00/12 ounces;60.0;78.0;6,47;22.0;Ethiopia;charlotte, north carolina
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee;95.0;Changhua, Taiwan;Cauca Department, Colombia;Medium Light;NT $520/200g;60.0;78.0;;;Colombia;changhua, taiwan
Costa Rica Cerro Dragon Geisha Honey;94.0;Bozeman, Montana;Tarrazú, Costa Rica;Medium Light;$30.00/12 ounces;59.0;78.0;8,82;30.0;Rica;bozeman, montana
Guatemala Washed El Injerto EI05 Mocca;96.0;Chia-Yi, Taiwan;La Libertad, Huehuetenango Department, Guatemala;Light;NT $1200/4 ounces;61.0;81.0;1058,2;1200.0;Guatemala;chia-yi, taiwan
Taiwan Natural Alishan Zhuo-Wu Geisha;95.0;Chia-Yi, Taiwan;Alishan, Chia-Yi, Taiwan;Medium Light;NT $600/50 grams;60.0;78.0;1200;21.164021164021165;Taiwan;chia-yi, taiwan
Ethiopia Natural Guji Uraga Tome 74110 Lot K06;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $325/8 ounces;63.0;85.0;143,3;325.0;Ethiopia;chia-yi, taiwan
Kenya Gathaithi AA;94.0;Montrose, Colorado;Nyeri growing region, south-central Kenya;Medium Light;$14.00/250 grams;58.0;76.0;5,6;0.49382716049382713;Kenya;montrose, colorado
Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021;95.0;Osaka, Japan;Guji Zone, Oromia Region, southern Ethiopia;Light;$12.50/100 grams;72.0;90.0;12,5;0.4409171075837742;Ethiopia;osaka, japan
Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey;94.0;Toronto, Canada;Pijao, Quindio Department, Colombia;Light;CAD $30.00/250 grams;64.0;86.0;12;;Colombia;toronto, canada
Colombia Cerro Azul Enano;94.0;San Rafael, California;Trujillo, Valle del Cauca Department, Colombia;Medium Light;$26.00/12 ounces;60.0;77.0;7,64;26.0;Colombia;san rafael, california
Peru Incahuasi;94.0;Phoenix, Arizona;Cusco Region, Peru;Medium Light;$26.00/12 ounces;58.0;78.0;7,64;26.0;Peru;phoenix, arizona
Reina de la Asuncion Ecuador;94.0;Madison, Wisconsin;Congonama, Loja, Ecuador;Medium Light;$20.00/12 ounces;58.0;74.0;5,88;20.0;Ecuador;madison, wisconsin
Ethiopia Guji Uraga More Floral Kudume Washed;95.0;Yilan, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Light;NT $550/200 grams;65.0;82.0;275;19.400352733686066;Ethiopia;yilan, taiwan
Ethiopia Guji Uraga More Floral Kudume Natural;94.0;Yilan, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $550/200 grams;62.0;77.0;275;19.400352733686066;Ethiopia;yilan, taiwan
Kenya Nyeri Hill;94.0;Lexington, Virginia;Nyeri growing region, south-central Kenya;Medium Light;$21.95/12 ounces;60.0;78.0;6,45;21.95;Kenya;lexington, virginia
Kenya AA TOP Nairobi Rose;94.0;Taipei, Taiwan;Embu County, Kenya;Medium Light;NT $400/8 ounces;60.0;77.0;176,37;400.0;Kenya;taipei, taiwan
Kahiko;96.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$47.95/8 ounces;56.0;74.0;21,14;47.95;;holualoa, hawaii
Kenya Ndumberi Peaberry;94.0;San Diego, California;Kiambu County, Kenya;Medium Light;$27.00/14 ounces;58.0;77.0;6,8;27.0;Kenya;san diego, california
Taiwan Alishan Espresso Pacamara Natural;94.0;Taoyuan, Taiwan;Alishan Township, Chiayi County, Taiwan;Medium;NT $2300/230 grams;48.0;67.0;1000;81.12874779541445;Taiwan;taoyuan, taiwan
Ethiopia Gera Reserve Anaerobic Natural;94.0;Youngstown, Ohio;Djimma growing region, Oromia State, Ethiopia;Light;$19.50/10 ounces;62.0;84.0;6,88;45796,00;Ethiopia;youngstown, ohio
Kenya Ngaita Peaberry;94.0;San Diego, California;Kiambu County, Kenya;Medium Light;$27.00/14 ounces;60.0;77.0;6,8;27.0;Kenya;san diego, california
Kenya AB;94.0;New Taipei City, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $750/230 grams;64.0;84.0;326,09;26.455026455026452;Kenya;new taipei city, taiwan
Kona Noir;94.0;Mountain View, Hawaii;Holualoa, Kona, Big Island of Hawai’i;Light;$29.00/4 ounces;62.0;80.0;25,57;29.0;;mountain view, hawaii
Kona Red Bourbon;94.0;Mountain View, Hawaii;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$49.00/10 ounces;60.0;78.0;17,28;49.0;;mountain view, hawaii
Kenya Washed Nyeri Hill Farm AA Top;96.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $390/8 ounces;60.0;77.0;171,96;390.0;Kenya;chia-yi, taiwan
Ethiopia Nano Genji;95.0;Sacramento, California;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Light;$25.50/12 ounces;62.0;80.0;7,5;45802,00;Ethiopia;sacramento, california
Ethiopia Natural Sidama Abebe 74110;95.0;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $300/4 ounces;62.0;80.0;264,55;300.0;Ethiopia;chia-yi, taiwan
Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $350/4 ounces;64.0;84.0;308,64;350.0;Ethiopia;chia-yi, taiwan
Rwanda Sholi Natural Single-Origin Espresso;94.0;Sacramento, California;Muhanga, Rwanda;Medium Light;$22.00/12 ounces;56.0;72.0;6,47;22.0;Rwanda;sacramento, california
Guatemala Washed Finca El General Lot SummerEnd Espresso;94.0;Chia-Yi, Taiwan;Acatenango, Chimaltenango Department, Guatemala;Medium Light;NT $240/8 ounces;56.0;74.0;105,82;240.0;Guatemala;chia-yi, taiwan
Guatemala Washed Acatenango Finca El General Pacamara Espresso;94.0;Chia-Yi, Taiwan;Acatenango, Chimaltenango Department, Guatemala;Medium Light;NT $350/8 ounces;58.0;78.0;154,32;350.0;Guatemala;chia-yi, taiwan
Finca Cerro Azul Aces Lot;94.0;Billings, Montana;Guerrero State, Mexico;Medium Light;$32.25/8 ounces;61.0;79.0;14,22;32.25;Mexico;billings, montana
Gachatha Kenya;96.0;Madison, Wisconsin;Karundu, Nyeri County, Kenya;Medium Light;$24.00/12 ounces;59.0;77.0;7,05;24.0;Kenya;madison, wisconsin
Geisha Spirit;94.0;Manassas, Virginia;Tolima Department, Colombia;Medium Light;$39.50/12 ounces;58.0;78.0;11,61;39.5;Colombia;manassas, virginia
Colombia Sudan Rume;95.0;San Diego, California;Valle del Cauca Department, Colombia;Light;$80.00/8 ounces;64.0;82.0;35,27;80.0;Colombia;san diego, california
El Duende Peru;94.0;Madison, Wisconsin;Huarango, San Ignacio, Cajamarca growing region, Peru;Medium Light;$17.00/12 ounces;58.0;76.0;5;17.0;Peru;madison, wisconsin
Ethiopia Yirgacheffe G1 Idido Natural;95.0;Yilan, Taiwan;Gedeo Zone, SNNP Region, southern Ethiopia;Light;NT $550/200 grams;65.0;85.0;275;19.400352733686066;Ethiopia;yilan, taiwan
Colombia Pink Bourbon Filadelfia;95.0;San Diego, California;Huila Department, Colombia;Light;$26.00/10 ounces;64.0;82.0;9,17;26.0;Colombia;san diego, california
Ethiopia Kayon Mountain;94.0;Tucson, Arizona;Odo Shakiso District, Guji Zone, southern Ethiopia;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Ethiopia;tucson, arizona
Kenya;95.0;Taipei City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $600/227 grams;62.0;77.0;264,32;21.164021164021165;Kenya;taipei city, taiwan
Karen J Kona Red Bourbon;96.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$54.95/8 ounces;58.0;78.0;24,23;54.95;;holualoa, hawai’i
Ethiopia Worka Sakaro;95.0;Floyd, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$22.00/12 ounces;60.0;78.0;6,47;22.0;Ethiopia;floyd, virginia
Colombia Geisha;94.0;San Diego, California;Planadas, Tolima, Colombia;Medium Light;$24.00/8 ounces;58.0;76.0;10,58;24.0;Colombia;san diego, california
Colombia Don Ruiz Anaerobic;95.0;Lexington, Virginia;Caldas, Colombia;Medium Light;$28.50/12 ounces;60.0;78.0;8,38;45805,00;Colombia;lexington, virginia
Colombia FUDAM Nariño;94.0;Lexington, Virginia;La Union, Nariño, Colombia;Light;$18.50/12 ounces;62.0;80.0;5,44;45795,00;Colombia;lexington, virginia
Ethiopia Durato Bombe;95.0;Miami, Florida;Sidamo growing region, southern Ethiopia;Light;$24.00/12 ounces;68.0;92.0;7,05;24.0;Ethiopia;miami, florida
Pantan Musara Sumatra;94.0;Madison, Wisconsin;Aceh Province, Sumatra, Indonesia;Medium Light;$21.00/12 ounces;58.0;76.0;6,17;21.0;Indonesia;madison, wisconsin
Sumatra Takengon Gayo Natural;94.0;Portland, Maine;Aceh Province, Sumatra, Indonesia;Light;$21.50/16 ounces;62.0;80.0;4,74;45798,00;Indonesia;portland, maine
Nano Genji #7;95.0;Madison, Wisconsin;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$19.00/12 ounces;58.0;78.0;5,59;19.0;Ethiopia;madison, wisconsin
Panama Auromar Camilina Geisha Natural;95.0;Henderson, Nevada;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$50.00/4 ounces;60.0;78.0;44,09;50.0;Panama;henderson, nevada
Tio Conejo Colombia;94.0;Madison, Wisconsin;Vereda Santa Rita, Manizales, Caldas, Colombia;Medium Light;$18.00/8 ounces;58.0;76.0;7,94;18.0;Colombia;madison, wisconsin
Panama Auromar Ironman Geisha Washed Process;94.0;Henderson, Nevada;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$50.00/4 ounces;60.0;78.0;44,09;50.0;Panama;henderson, nevada
Cruz Loma;94.0;Madison, Wisconsin;San José de Minas, Pichincha Province, Ecuador;Medium Light;$25.00/8 ounces;57.0;75.0;11,02;25.0;Ecuador;madison, wisconsin
Panama Elida Washed Gesha;95.0;Jersey City, New Jersey;Boquete growing region, western Panama;Light;$60.00/150 grams;64.0;84.0;40;2.1164021164021163;Panama;jersey city, new jersey
El Salvador Finca La Esperanza;94.0;Chia-Yi, Taiwan;Apaneca-Ilamatepec, El Salvador;Medium Light;$14.00/230 grams;62.0;78.0;6,09;0.49382716049382713;Salvador;chia-yi, taiwan
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed;95.0;Taipei, Taiwan;Boquete growing region, Panama;Medium Light;NT $1250/60 grams;60.0;77.0;2083,33;44.091710758377424;Panama;taipei, taiwan
Quartet Kaffe Blend No.10;94.0;Taipei, Taiwan;"Ethiopia; Kenya; Bolivia; Panama";Medium Light;NT $500/200 grams;56.0;72.0;250;17.636684303350968;Panama;taipei, taiwan
Ethiopia Anasora Extended Natural Special Lot;94.0;Taipei, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $880/200 grams;60.0;76.0;440;31.040564373897706;Ethiopia;taipei, taiwan
Ethiopia Honey Yirgacheffe Idido G1;95.0;Chia-Yi, Taiwan;Gedeo Zone, SNNP Region, southern Ethiopia;Medium Light;NT $350/8 ounces;60.0;80.0;154,32;350.0;Ethiopia;chia-yi, taiwan
Taiwan Natural Alishan Ching-Ye Farm;94.0;Chia-Yi, Taiwan;Alishan, Chia-Yi, Taiwan;Medium Light;NT $550/4 ounces;58.0;76.0;485,01;550.0;Taiwan;chia-yi, taiwan
Hawaii Ka‘ū Bourbon Anaerobic Natural;95.0;Minneapolis, Minnesota;Ka‘ū growing region, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57.0;74.0;26,46;30.0;;minneapolis, minnesota
Chelchele Ethiopia;94.0;Madison, Wisconsin;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;78.0;5,59;19.0;Ethiopia;madison, wisconsin
Colombia Antioquia Magico;94.0;Minneapolis, Minnesota;Urrao, Antioquia Department, Colombia;Light;$19.00/6 ounces;62.0;80.0;11,17;19.0;Colombia;minneapolis, minnesota
Costa Rica Hacienda La Minita;94.0;Bozeman, Montana;Los Santos, Tarrazú, Costa Rica;Medium Light;$17.50/12 ounces;57.0;73.0;5,14;45794,00;Rica;bozeman, montana
El Salvador Aida Batlle La Florida Natural;95.0;Ventura, California;Apaneca-Ilamatepec growing region, El Salvador;Medium Light;$18.65/12 ounces;56.0;74.0;5,48;18.65;Salvador;ventura, california
Colombia Geisha Cordillera;95.0;San Diego, California;Santa Barbara, Antioquia Department, Colombia;Medium Light;$65.00/8 ounces;58.0;78.0;28,66;65.0;Colombia;san diego, california
Ethiopia Raro Boda;94.0;San Diego, California;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;$22.00/12 ounces;56.0;74.0;6,47;22.0;Ethiopia;san diego, california
Costa Rica Bounty Gesha;94.0;Lee, Massachusetts;Dota, Tarrazú growing region, Costa Rica;Medium Light;$39.45/12 ounces;60.0;78.0;11,6;39.45;Rica;lee, massachusetts
Panama Static Gesha Natural;95.0;Topeka, Kansas;Boquete growing region, Panama;Medium Light;$45.00/12 ounces;58.0;77.0;13,23;45.0;Panama;topeka, kansas
Panama La Mula Geisha Washed;95.0;Yilan, Taiwan;Chiriqui Province, western Panama;Light;NT $1800/60 grams;60.0;82.0;3000;63.49206349206349;Panama;yilan, taiwan
Esmeralda Estate Panama Geisha;94.0;London, England;Boquete growing region, western Panama;;£50/10 capsules;0.0;0.0;;;Panama;london, england
Costa Rica San Gabriel SL28 Anaerobic Natural;94.0;Yilan, Taiwan;Mercedes Sur, Turrubares, San José Province, Costa Rica;Medium Light;NT $600/200 grams;58.0;76.0;300;21.164021164021165;Rica;yilan, taiwan
Burundi Kibingo Intenso;94.0;Glendale, California;Kayanza Province, Burundi;Medium Light;$21.00/12 ounces;57.0;74.0;6,17;21.0;Burundi;glendale, california
Ecuador Peñaherrera AAA;95.0;San Diego, California;Ibarra, Imbabura Province, Ecuador;Medium Light;$25.00/12 ounces;58.0;76.0;7,35;25.0;Ecuador;san diego, california
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural;95.0;Topeka, Kansas;Alto Quiel, Panama;Medium Light;$65.00/8 ounces;60.0;77.0;28,66;65.0;Panama;topeka, kansas
Kona SL34 Champagne Natural Uluwehi Farm;95.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;58.0;76.0;26,46;30.0;;minneapolis, minnesota
Ethiopia Yirgacheffe Adado;94.0;Harrisonburg, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.99/12 ounces;60.0;78.0;5,58;18.99;Ethiopia;harrisonburg, virginia
Tanzania Mbeya Mimba;95.0;Lexington, Virginia;Mbozi, Mbeya growing region, southwestern Tanzania;Medium Light;$18.75/12 ounces;58.0;76.0;5,51;18.75;Tanzania;lexington, virginia
Costa Rica La Chumeca;94.0;Lexington, Virginia;Santa Maria de Dota, Costa Rica;Medium Light;$23.00/12 ounces;60.0;78.0;6,76;23.0;Rica;lexington, virginia
Gesha Spirits;95.0;San Diego, California;Huila, Colombia;Medium Light;$24.50/5.5 ounces;60.0;77.0;15,71;45801,00;Colombia;san diego, california
Kenya Nyeri Hill Farm AA TOP;94.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $349/8 ounces;59.0;79.0;153,88;349.0;Kenya;taipei, taiwan
Costa Rica Las Montañas Honey;94.0;Thermopolis, Wyoming;Tarrazú growing region, Costa Rica;Medium Light;$14.00/12 ounces;60.0;78.0;4,12;14.0;Rica;thermopolis, wyoming
Colombia Finca La Guaca Ají;94.0;San Rafael, California;Pitalito Municipality, Huila Department, Colombia;Light;$19.50/6 ounces;62.0;80.0;11,46;45796,00;Colombia;san rafael, california
Kenya Washed Kiambu Uklili AB Espresso;96.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $400/8 ounces;54.0;72.0;176,37;400.0;Kenya;chia-yi, taiwan
Karatina Kenya;95.0;Madison, Wisconsin;Nyeri County, Kenya;Medium Light;$23.00/12 ounces;58.0;76.0;6,76;23.0;Kenya;madison, wisconsin
