coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location
Karamo Ethiopia;94.0;Madison, Wisconsin;Sidama growing region, Ethiopia;Medium Light;$19.00/12 ounces;60.0;78.0;5,59;19.0;Ethiopia;madison, wisconsin
Ethiopia Natural Shakisso Mormora 74112;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;54.0;76.0;143,3;325.0;Ethiopia;chia-yi, taiwan
Ethiopia Washed Shakisso Mormora 74112;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;58.0;78.0;143,3;325.0;Ethiopia;chia-yi, taiwan
Tang Bohu Espresso Blend;95.0;Taoyuan, Taiwan;"Ethiopia; Kenya; Colombia; Costa Rica";Medium;NT $650/8 ounces;45.0;70.0;286,6;650.0;Rica;taoyuan, taiwan
Colombia Quindio Anaerobic Natural;94.0;Minneapolis, Minnesota;Quindio Department, Colombia;Medium Light;$30.00/12 ounces;60.0;78.0;8,82;30.0;Colombia;minneapolis, minnesota
Colombia Tres Dragones Natural;94.0;Topeka, Kansas;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$25.00/12 ounces;58.0;76.0;7,35;25.0;Colombia;topeka, kansas
Colombia Finca Jardines del Eden Ice Fermentation Natural;94.0;Yilan, Taiwan;Cauca Department, Colombia;Medium Light;NT $500/100 grams;58.0;74.0;500;17.636684303350968;Colombia;yilan, taiwan
Honduras Natural San Vicente Belarmino Contreras Pacas;94.0;Chia-Yi, Taiwan;Santa Barbara Department, Honduras;Medium Light;NT $275/8 ounces;58.0;78.0;121,25;275.0;Honduras;chia-yi, taiwan
Chasing Horizon Natural Espresso;95.0;Taoyuan, Taiwan;Ethiopia;Medium;NT $800/8 ounces;48.0;64.0;352,73;800.0;Ethiopia;taoyuan, taiwan
Supernatural;95.0;Lee, Massachusetts;Sidama Region, south-central Ethiopia;Medium Light;$18.45/12 ounces;56.0;74.0;5,42;18.45;Ethiopia;lee, massachusetts
Ethiopia Alemaza Natural SOE;95.0;Taipei, Taiwan;Sidama Region, south-central Ethiopia;Medium Light;NT $360/8 ounces;58.0;77.0;158,73;360.0;Ethiopia;taipei, taiwan
Kona Natural Espresso;95.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$62.95/8 ounces;57.0;77.0;27,76;62.95;;holualoa, hawai’i
Colombia Tres Dragones;95.0;Jersey City, New Jersey;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$22.50/10 ounces;60.0;76.0;7,94;45799,00;Colombia;jersey city, new jersey
Colombia Quindio Anaerobic Natural;94.0;Minneapolis, Minnesota;Quindio Department, Colombia;Medium Light;$30.00/12 ounces;61.0;79.0;8,82;30.0;Colombia;minneapolis, minnesota
Colombia Pink Bourbon;94.0;Minneapolis, Minnesota;Pitalito, Huila Department, Colombia;Medium Light;$19.00/6 ounces;60.0;77.0;11,17;19.0;Colombia;minneapolis, minnesota
Peru Gesha;94.0;Manlius, New York;Pacaybamba growing region, Peru;Medium Light;$30.00/12 ounces;60.0;77.0;8,82;30.0;Peru;manlius, new york
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural;95.0;New Taipei City, Taiwan;San Lorenzo, Saraguro, Loja, Ecuador;Light;NT $330/113 grams;64.0;84.0;292,04;11.64021164021164;Ecuador;new taipei city, taiwan
Panama Finca Deborah Afterglow Geisha Natural;95.0;Macao, China;Volcán growing region, Chiriquí Province, Panama;Light;HKD $498/105 grams;62.0;80.0;474,29;;Panama;macao, china
Colombia Exótico De Altura;94.0;Charlotte, North Carolina;Giraldo, Antioquia, Colombia;Medium Light;$18.00/12 ounces;54.0;74.0;5,29;18.0;Colombia;charlotte, north carolina
Ethiopia Dawencho 74110 Natural Espresso;94.0;Taipei, Taiwan;Arbegona, Sidama Region, Ethiopia;Medium Light;NT $620/100 grams;58.0;77.0;620;21.869488536155202;Ethiopia;taipei, taiwan
Kenya Nyeri Yerihar AA Top Lot 21/01;94.0;Douliou City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $450/220 grams;57.0;78.0;204,55;15.873015873015872;Kenya;douliou city, taiwan
Colombia Wush Wush Dynamic Natural;95.0;Osaka, Japan;San Augustín, Huila Department, Colombia;Light;$33.00/200 grams;75.0;93.0;16,5;1.164021164021164;Colombia;osaka, japan
Rwanda Gatare;94.0;San Diego, California;Nyamasheke District, Western Province, Rwanda;Medium Light;$22.00/12 ounces;58.0;80.0;6,47;22.0;Rwanda;san diego, california
Costa Rica Naranjo Danilo Salazar Arias;94.0;Portland, Maine;Alajuela, Costa Rica;Medium Light;$23.00/12 ounces;60.0;77.0;6,76;23.0;Rica;portland, maine
Ethiopia Guji Shakiso G1 Honey;94.0;Taoyuan, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NT $400/8 ounces;59.0;77.0;176,37;400.0;Ethiopia;taoyuan, taiwan
Yemen Haraaz Red Mahal Aqeeq ul Station Natural;97.0;Topeka, Kansas;Sharqi, Haraaz, Yemen;Medium Light;$35.00/8 ounces;58.0;76.0;15,43;35.0;Yemen;topeka, kansas
Brazil Fazenda Samambaia Natural Fermentation Arara;95.0;Chia-Yi, Taiwan;Santo Antônio do Amparo, Minas Gerais State, Brazil;Medium Light;NT $600/8 ounces;58.0;76.0;264,55;600.0;Brazil;chia-yi, taiwan
Costa Rica Canet Musician Series Bach Raisin Honey;94.0;Taipei, Taiwan;Tarrazu, Costa Rica;Medium Light;NT $550/227 grams;60.0;77.0;242,29;19.400352733686066;Rica;taipei, taiwan
Peru Amazonas Los Santos Geisha Natural;95.0;Taipei, Taiwan;Utcubamba Province, Amazonas region, northern Peru;Light;NT $950/227 grams;64.0;80.0;418,5;33.50970017636684;Peru;taipei, taiwan
Ethiopia Odola Washed;95.0;Bozeman, Montana;Uraga, Guji Zone, Oromia Region, Southern Ethiopia;Light;$18.95/12 ounces;60.0;82.0;5,57;18.95;Ethiopia;bozeman, montana
Minanga Village Sulawesi;94.0;Madison, Wisconsin;Toraja growing region, south-central Sulawesi, Indonesia;Medium Light;$24.00/12 ounces;54.0;72.0;7,05;24.0;Indonesia;madison, wisconsin
Ka‘ū Tropical Punch Washed;94.0;Minneapolis, Minnesota;Ka‘ū, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58.0;74.0;22,05;25.0;;minneapolis, minnesota
Kenya Peaberry Top Hill Farm Espresso;95.0;Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $550/200 grams;45.0;58.0;275;19.400352733686066;Kenya;taiwan
Ethiopia Belayneh Bariso Natural;95.0;Bozeman, Montana;Sidama growing region, southern Ethiopia;Medium Light;$19.50/12 ounces;58.0;76.0;5,73;45796,00;Ethiopia;bozeman, montana
Kona SL34 Champagne Natural Uluwehi Farm;94.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57.0;74.0;26,46;30.0;;minneapolis, minnesota
Yemen Al Mashtal Al Burhani;95.0;Minneapolis, Minnesota;Haraaz, Yemen;Medium Light;$30.00/4 ounces;58.0;74.0;26,46;30.0;Yemen;minneapolis, minnesota
Ka‘ū Lactic Natural;95.0;Minneapolis, Minnesota;Ka‘ū, Big Island of Hawai‘i;Medium Light;$30.00/4 ounces;60.0;77.0;26,46;30.0;;minneapolis, minnesota
Colombia Finca El Paraiso Castillo Red Plum;94.0;Minneapolis, Minnesota;Cauca Department, Colombia;Light;$16.00/4 ounces;62.0;80.0;14,11;16.0;Colombia;minneapolis, minnesota
Ethiopia Guji Uraga Tebe Burku Natural;94.0;Taipei City, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $350/227 grams;58.0;74.0;154,19;12.345679012345679;Ethiopia;taipei city, taiwan
British Style Espresso Blend;95.0;Taipei City, Taiwan;"Panama; Honduras; Ethiopia";Medium;NT $500/227 grams;50.0;64.0;220,26;17.636684303350968;Ethiopia;taipei city, taiwan
Costa Rica Brunca Rivense Las Moras Black Honey;94.0;Taipei City, Taiwan;Brunca growing region, Costa Rica;Medium Light;NT $400/ 227 grams;62.0;76.0;176,21;14.109347442680775;Rica;taipei city, taiwan
Ethiopia Yirgacheffe Hama Washed;94.0;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $350/227 grams;62.0;76.0;154,19;12.345679012345679;Ethiopia;taipei city, taiwan
Peru Washed Santa Monica Gesha;96.0;Chia-Yi, Taiwan;Amaybamba, Cusco, Peru;Medium Light;NT $700/4 ounces;58.0;77.0;617,28;700.0;Peru;chia-yi, taiwan
Taiwan Washed Alishan Ching-Ye Farm SL34;94.0;Chia-Yi, Taiwan;Alishan, Chia-Yi City, Taiwan;Medium Light;NT $400/4 ounces;56.0;74.0;352,73;400.0;Taiwan;chia-yi, taiwan
Ethiopia Guji Odo Shakiso;94.0;Harrisonburg, Virginia;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$17.99/ 12 ounces;60.0;76.0;5,29;17.99;Ethiopia;harrisonburg, virginia
Ethiopia Sidamo Karamo;95.0;San Diego, California;Sidamo growing region, southern Ethiopia;Light;$26.00/12 ounces;62.0;80.0;7,64;26.0;Ethiopia;san diego, california
Gigesa Ethiopia;94.0;Madison, Wisconsin;Guji Zone, Oromia Region, Ethiopia;Medium Light;$19.00/12 ounces;56.0;74.0;5,59;19.0;Ethiopia;madison, wisconsin
Oahu Triple-Bourbon “Sparkling” Yeast Ferment;94.0;Pahala, Hawai'i;Maunawili growing region, southeastern Oahu, Hawaii;Medium Light;$17.00/4 ounces;54.0;74.0;14,99;17.0;Hawaii;pahala, hawai'i
Colombia Ibague Tolima;94.0;San Diego, California;Tolima Department, Colombia;Light;$26.00/12 ounces;64.0;80.0;7,64;26.0;Colombia;san diego, california
Kenya Karatu;94.0;Kiambu County, Kenya;Kiambu County, Kenya;Medium Light;$23.50/12 ounces;60.0;76.0;6,91;45800,00;Kenya;kiambu county, kenya
Ecuador Taza Dorada Finca Cruz Loma;96.0;Minneapolis, Minnesota;San Jose de Minas, Pichincha, Ecuador;Medium Light;$140.00/4 ounces;60.0;77.0;123,46;140.0;Ecuador;minneapolis, minnesota
Kona Bourbon Champagne Natural Uluwehi Farm;95.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57.0;74.0;26,46;30.0;;minneapolis, minnesota
Panama Hacienda La Esmeralda Geisha Washed;95.0;Yilan, Taiwan;Boquete growing region, western Panama;Medium;NT $800/100 grams;46.0;60.0;800;28.21869488536155;Panama;yilan, taiwan
Peru Garden of Eden Farcent Geisha Anaerobic Washed;94.0;Yilan, Taiwan;Villa Rica District, Pasco Department, Peru;Medium Light;NT $700/100 grams;62.0;78.0;700;24.691358024691358;Peru;yilan, taiwan
Pointu Laurina;95.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium;$65.95/8 ounces;46.0;60.0;29,08;65.95;;holualoa, hawaii
Ecuador Finca Cruz Loma;95.0;Taoyuan, Taiwan;San Jose de Minas, Pichincha, Ecuador;Medium Dark;NT $3600/100 grams;40.0;54.0;3600;126.98412698412697;Ecuador;taoyuan, taiwan
Aged Sumatra Semiga;94.0;Minneapolis, Minnesota;Simalungun, Sumatra, Indonesia;Medium Dark;$30.00/12 ounces;40.0;50.0;8,82;30.0;Indonesia;minneapolis, minnesota
Indonesia Sumatra Kerinci Valley;94.0;San Diego, California;Mount Kerinci Highlands, Sumatra, Indonesia;Medium;$24.50/12 ounces;47.0;60.0;7,2;45801,00;Indonesia;san diego, california
Ka’u Classic Dark;94.0;Pahala, Hawai'i;Ka’u growing region, Big Island of Hawai’i;Medium;$19.95/7 ounces;47.0;61.0;10,05;19.95;;pahala, hawai'i
Sumatra Boru Batak;95.0;San Diego, California;Lintongnihuta, northern Sumatra, Indonesia;Medium Light;$17.50/10 ounces;57.0;79.0;6,17;45794,00;Indonesia;san diego, california
Barokah Honey Sumatra;95.0;Madison, Wisconsin;Gunung Tujuh, Kerinci, Sumatra, Indonesia;Medium Light;$19.00/12 ounces;58.0;80.0;5,59;19.0;Indonesia;madison, wisconsin
Colombia Finca La Primavera Sidra;96.0;Minneapolis, Minnesota;Huila, Colombia;Light;$48.00/12 ounces;64.0;82.0;14,11;48.0;Colombia;minneapolis, minnesota
Ethiopia Natural Guji Dasaya SP;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $350/8 ounces;58.0;78.0;154,32;350.0;Ethiopia;chia-yi, taiwan
Ethiopia Anaerobic Shantawene;94.0;Manlius, New York;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;58.0;80.0;5,88;20.0;Ethiopia;manlius, new york
Ethiopia Bensa Asefa Qonqana;94.0;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;$26.00/12 ounces;64.0;86.0;7,64;26.0;Ethiopia;san diego, california
Ethiopia Durato Bombe;94.0;Charlotte, North Carolina;Bombe mountains, Sidama Region, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;78.0;5,59;19.0;Ethiopia;charlotte, north carolina
Ethiopia Washed Shantawene;94.0;Manlius, New York;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Ethiopia;manlius, new york
Indonesia Sumatra Natural Aceh Musara SC19;94.0;Chia-Yi, Taiwan;Aceh Province, northern Sumatra Indonesia;Light;NT $350/ 8 ounces;62.0;80.0;154,32;350.0;Indonesia;chia-yi, taiwan
Kenya Washed Kabingara AA;94.0;Chia-Yi, Taiwan;Kirinyaga County, south-central Kenya;Medium Light;NT $360/8 ounces;57.0;77.0;158,73;360.0;Kenya;chia-yi, taiwan
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural;95.0;New Taipei City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $750/227 grams;57.0;77.0;330,4;26.455026455026452;Kenya;new taipei city, taiwan
Lugmapata Ecuador;95.0;Madison, Wisconsin;Pallatanga, Chimborazo Province, Ecuador;Medium Light;$18.00/8 ounces;60.0;80.0;7,94;18.0;Ecuador;madison, wisconsin
Red Sunset by Andres Cardona;94.0;San Diego, California;Santa Bárbara, Antioquia Department, Colombia;Medium Light;$24.00/12 ounces;55.0;73.0;7,05;24.0;Colombia;san diego, california
Macarena Colombia;94.0;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Medium Light;$18.00/8 ounces;60.0;78.0;7,94;18.0;Colombia;madison, wisconsin
Haraaz Red Yemen;94.0;Madison, Wisconsin;Al Mashtal ul Burhani, Yemen;Medium Light;$25.00/8 ounces;58.0;78.0;11,02;25.0;Yemen;madison, wisconsin
El Salvador Anarquia Pacamara;94.0;Buffalo, New York;Apaneca, El Salvador;Light;$22.00/12 ounces;60.0;82.0;6,47;22.0;Salvador;buffalo, new york
Colombia Sidra Natural Signature Selection;96.0;San Diego, California;Caicedonia, Valle de Cauca Department, Colombia;Light;$69.00/6 ounces;62.0;80.0;40,56;69.0;Colombia;san diego, california
Colombia Finca El Paraiso Geisha Letty;97.0;Minneapolis, Minnesota;Cauca, Colombia;Light;$40.00/4 ounces;64.0;84.0;35,27;40.0;Colombia;minneapolis, minnesota
Monarch Estate Pacamara;94.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$40.95/4 ounces;60.0;80.0;36,11;40.95;;holualoa, hawai’i
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry;94.0;Minneapolis, Minnesota;Holualoa, Kona growing region, Big Island of Hawai’i;Medium Light;$40.00/4 ounces;56.0;72.0;35,27;40.0;;minneapolis, minnesota
Ka’u IPA Natural;95.0;Minneapolis, Minnesota;Ka’u growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58.0;78.0;22,05;25.0;;minneapolis, minnesota
Ecuador Finca Lugmapata Mejorado;95.0;Minneapolis, Minnesota;Pallatanga, Chimborazo, Ecuador;Light;$18.00/6 ounces;64.0;80.0;10,58;18.0;Ecuador;minneapolis, minnesota
Shakiso Natural;94.0;Madison, Wisconsin;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;76.0;5,59;19.0;Ethiopia;madison, wisconsin
Cerro Azul Geisha Honey Process;94.0;Madison, Wisconsin;Trujillo, Valle del Cauca, Colombia;Medium Light;$36.00/8 ounces;58.0;76.0;15,87;36.0;Colombia;madison, wisconsin
La Esmeralda Diamond Mountain Washed Coffee;94.0;Tainan City, Taiwan;Boquete growing region, Panama;Medium Light;NT $470/225 grams;60.0;78.0;208,89;16.57848324514991;Panama;tainan city, taiwan
Karen J Kona Red Bourbon Natural Anaerobic;95.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$49.95/8 ounces;56.0;76.0;22,02;49.95;;holualoa, hawai’i
El Salvador Finca Mileydi Pacamara;95.0;Floyd, Virginia;Cantón El Tunel, La Palma, Chalatenango, El Salvador;Medium Light;$24.99/12 ounces;60.0;78.0;7,35;24.99;Salvador;floyd, virginia
El Salvador Las Veraneras Red Bourbon;94.0;Floyd, Virginia;Apaneca Ilamatepec mountain range;Medium Light;$18.99/12 ounces;58.0;78.0;5,58;18.99;;floyd, virginia
Costa Rica Brunca Rivense La Guaca Passion Honey;94.0;New Taipei City, Taiwan;Brunca Region, Costa Rica;Medium Light;NT$400/227 grams;58.0;78.0;176,21;14.109347442680775;Rica;new taipei city, taiwan
Hunkute by Nordic Approach;94.0;New Taipei City, Taiwan;Sidama growing region, southern Ethiopia;Light;NT $500/227g;64.0;88.0;;;Ethiopia;new taipei city, taiwan
Schweik’s Blend;94.0;Chicago, Illinois;Africa;Light;$11.75/10.5 ounces;62.0;80.0;3,95;27699,00;Africa;chicago, illinois
Whiskey Dreams Moka Java;94.0;Sacramento, California;"Indonesia; Ethiopia";Medium Light;$18.00/12 ounces;58.0;76.0;5,29;18.0;Ethiopia;sacramento, california
Black Level Blend;94.0;Tainan City, Taiwan;"Kenya; Colombia";Medium Light;NT $490/150 grams;57.0;74.0;326,67;17.28395061728395;Colombia;tainan city, taiwan
Karindundu Kenya;94.0;Madison, Wisconsin;Nyeri County, Kenya;Medium Light;$22.00/12 ounces;58.0;78.0;6,47;22.0;Kenya;madison, wisconsin
Colombia Geisha Natural;94.0;Manassas, Virginia;Tolima Department, Colombia;Medium Light;$34.95/8 ounces;60.0;76.0;15,41;34.95;Colombia;manassas, virginia
Pacas Estate El Salvador Natural;94.0;Manassas, Virginia;Los Naranjos, Juayua, Sonsonate, El Salvador;Medium Light;$15.99/12 ounces;54.0;72.0;4,7;15.99;Salvador;manassas, virginia
Hunapu Natural Guatemala;94.0;Madison, Wisconsin;Antigua, Guatemala;Medium Light;$19.00/12 ounces;56.0;76.0;5,59;19.0;Guatemala;madison, wisconsin
Kabiufa Papua New Guinea;95.0;Madison, Wisconsin;Kabiufa, Eastern Highlands, Papua New Guinea;Light;$18.00/12 ounces;60.0;82.0;5,29;18.0;Guinea;madison, wisconsin
Ethiopia Natural Sidama TAMIRU 74158;96.0;Chia-Yi, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NT $400/4 ounces;60.0;78.0;352,73;400.0;Ethiopia;chia-yi, taiwan
Bedhatu Jibicho Natural;95.0;Madison, Wisconsin;Gedeb District, Gedeo Zone, southern;Medium Light;$20.00/12 ounces;60.0;76.0;5,88;20.0;;madison, wisconsin
Ethiopia Natural Guji DoReMi;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $210/8 ounces;57.0;77.0;92,59;210.0;Ethiopia;chia-yi, taiwan
Sabana Redonda SL28 Costa Rica;94.0;Madison, Wisconsin;Sabanilla de Alajuela, Central Valley, Costa Rica;Medium Light;$18.00/8 ounces;58.0;80.0;7,94;18.0;Rica;madison, wisconsin
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural;95.0;New Taipei City, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $475/113 grams;64.0;82.0;420,35;16.75485008818342;Ethiopia;new taipei city, taiwan
Sumatra Siamang Forest;94.0;Minneapolis, Minnesota;Simalungun, Sumatra, Indonesia;Medium Light;$25.00/12 ounces;54.0;72.0;7,35;25.0;Indonesia;minneapolis, minnesota
Yemen Jabal Nabi Special Reserve;94.0;Bozeman, Montana;Hayma Dakhiliya growing region, Sana’a Governorate, Yemen;Medium Light;$13.95/4 ounces;57.0;73.0;12,3;13.95;Yemen;bozeman, montana
Kenya Gakuyuini AA;94.0;Bozeman, Montana;Kirinyaga County, south-central Kenya;Medium Light;$16.95/12 ounces;58.0;76.0;4,98;16.95;Kenya;bozeman, montana
Hacienda Esmeralda Ethiopian Accessions;95.0;Jersey City, New Jersey;Boquete, Panama;Light;$25.00/8 ounces;62.0;80.0;11,02;25.0;Panama;jersey city, new jersey
Gelena Geisha;94.0;Denver, Colorado;Guji Zone, Oromia region, southern Ethiopia;Medium Light;$19.00/12 ounces;60.0;78.0;5,59;19.0;Ethiopia;denver, colorado
Ethiopia Anaerobic Natural;94.0;Jersey City, New Jersey;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;$25.00/8 ounces;59.0;77.0;11,02;25.0;Ethiopia;jersey city, new jersey
Rainy Day Espresso Blend;94.0;Taoyuan City, Taiwan;"Ethiopia; Costa Rica";Medium Light;NT $350/230 grams;54.0;72.0;152,17;12.345679012345679;Rica;taoyuan city, taiwan
Ethiopia Tamiru Tadesse Tesema Anaerobic Natural;95.0;Yilan, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NA (available in store only);62.0;78.0;;;Ethiopia;yilan, taiwan
Ethiopia Aphrodite Washed Espresso;96.0;Taoyuan, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium;NT $850/8 ounces;44.0;60.0;374,78;850.0;Ethiopia;taoyuan, taiwan
Kona Tropical Punch Washed;94.0;Minneapolis, Minnesota;Kona, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;60.0;76.0;22,05;25.0;;minneapolis, minnesota
Ka’u Bourbon Champagne Natural;94.0;Minneapolis, Minnesota;Ka’u growing region, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;58.0;76.0;26,46;30.0;;minneapolis, minnesota
Cerro Azul Geisha;95.0;Madison, Wisconsin;Trujillo, Valle del Cauca, Colombia;Medium Light;$30.00/8 ounces;58.0;80.0;13,23;30.0;Colombia;madison, wisconsin
Panama Mama Cata Geisha Champagne Natural;95.0;Minneapolis, Minnesota;Boquete growing region, Panama;Light;$50.00/4 ounces;64.0;88.0;44,09;50.0;Panama;minneapolis, minnesota
Ethiopia Yirgacheffe Worka Sakaro;95.0;Minneapolis, Minnesota;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$25.00/12 ounces;57.0;79.0;7,35;25.0;Ethiopia;minneapolis, minnesota
El Socorro Maracaturra;95.0;San Diego, California;Palencia, Guatemala;Medium Light;$26.00/12 ounces;60.0;74.0;7,64;26.0;Guatemala;san diego, california
Guatemala Acatenango Gesha;94.0;San Diego, California;Acatenango, Guatemala;Light;$24.00/8 ounces;62.0;80.0;10,58;24.0;Guatemala;san diego, california
Kenya Kirinyaga;94.0;Chia-Yi City, Taiwan;Kenya;Medium Light;NT $800/16 ounces;60.0;80.0;176,37;800.0;Kenya;chia-yi city, taiwan
Hacienda La Esmeralda Montañas 71AS;96.0;London, England;Boquete growing region, western Panama;Medium Light;£100/150-gram packet;59.0;77.0;66,67;;Panama;london, england
Kenya Nyeri Gatomboya;94.0;Martinez, California;Nyeri growing region, south-central Kenya;Medium Light;$12.00/8 ounces;57.0;77.0;5,29;12.0;Kenya;martinez, california
