coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location;Country
Cruz Loma;94.0;Madison, Wisconsin;San José de Minas, Pichincha Province, Ecuador;Medium Light;$25.00/8 ounces;57.0;75.0;11,02;25.0;Ecuador;Madison, Wisconsin;USA
Panama Elida Washed Gesha;95.0;Jersey City, New Jersey;Boquete growing region, western Panama;Light;$60.00/150 grams;64.0;84.0;40;2.1164021164021163;Panama;Jersey, New Jersey;USA
El Salvador Finca La Esperanza;94.0;Chia-Yi, Taiwan;Apaneca-Ilamatepec, El Salvador;Medium Light;$14.00/230 grams;62.0;78.0;6,09;0.49382716049382713;Salvador;Chia-Yi, Taiwan;Taiwan
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed;95.0;Taipei, Taiwan;Boquete growing region, Panama;Medium Light;NT $1250/60 grams;60.0;77.0;2083,33;44.091710758377424;Panama;Taipei, Taiwan;Taiwan
Quartet Kaffe Blend No.10;94.0;Taipei, Taiwan;"Ethiopia; Kenya; Bolivia; Panama";Medium Light;NT $500/200 grams;56.0;72.0;250;17.636684303350968;Panama;Taipei, Taiwan;Taiwan
Ethiopia Anasora Extended Natural Special Lot;94.0;Taipei, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $880/200 grams;60.0;76.0;440;31.040564373897706;Ethiopia;Taipei, Taiwan;Taiwan
Ethiopia Honey Yirgacheffe Idido G1;95.0;Chia-Yi, Taiwan;Gedeo Zone, SNNP Region, southern Ethiopia;Medium Light;NT $350/8 ounces;60.0;80.0;154,32;350.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Taiwan Natural Alishan Ching-Ye Farm;94.0;Chia-Yi, Taiwan;Alishan, Chia-Yi, Taiwan;Medium Light;NT $550/4 ounces;58.0;76.0;485,01;550.0;Taiwan;Chia-Yi, Taiwan;Taiwan
Hawaii Ka‘ū Bourbon Anaerobic Natural;95.0;Minneapolis, Minnesota;Ka‘ū growing region, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57.0;74.0;26,46;30.0;;Minneapolis, Minnesota;USA
Chelchele Ethiopia;94.0;Madison, Wisconsin;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;78.0;5,59;19.0;Ethiopia;Madison, Wisconsin;USA
Colombia Antioquia Magico;94.0;Minneapolis, Minnesota;Urrao, Antioquia Department, Colombia;Light;$19.00/6 ounces;62.0;80.0;11,17;19.0;Colombia;Minneapolis, Minnesota;USA
Costa Rica Hacienda La Minita;94.0;Bozeman, Montana;Los Santos, Tarrazú, Costa Rica;Medium Light;$17.50/12 ounces;57.0;73.0;5,14;45794;Rica;Bozeman, Montana;USA
El Salvador Aida Batlle La Florida Natural;95.0;Ventura, California;Apaneca-Ilamatepec growing region, El Salvador;Medium Light;$18.65/12 ounces;56.0;74.0;5,48;18.65;Salvador;Ventura, California;USA
Colombia Geisha Cordillera;95.0;San Diego, California;Santa Barbara, Antioquia Department, Colombia;Medium Light;$65.00/8 ounces;58.0;78.0;28,66;65.0;Colombia;San Diego, California;USA
Ethiopia Raro Boda;94.0;San Diego, California;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;$22.00/12 ounces;56.0;74.0;6,47;22.0;Ethiopia;San Diego, California;USA
Costa Rica Bounty Gesha;94.0;Lee, Massachusetts;Dota, Tarrazú growing region, Costa Rica;Medium Light;$39.45/12 ounces;60.0;78.0;11,6;39.45;Rica;Lee, Massachusetts;USA
Panama Static Gesha Natural;95.0;Topeka, Kansas;Boquete growing region, Panama;Medium Light;$45.00/12 ounces;58.0;77.0;13,23;45.0;Panama;Topeka, Kansas;USA
Panama La Mula Geisha Washed;95.0;Yilan, Taiwan;Chiriqui Province, western Panama;Light;NT $1800/60 grams;60.0;82.0;3000;63.49206349206349;Panama;Yilan, Taiwan;Taiwan
Esmeralda Estate Panama Geisha;94.0;London, England;Boquete growing region, western Panama;;£50/10 capsules;0.0;0.0;;;Panama;London, England;United Kingdom
Costa Rica San Gabriel SL28 Anaerobic Natural;94.0;Yilan, Taiwan;Mercedes Sur, Turrubares, San José Province, Costa Rica;Medium Light;NT $600/200 grams;58.0;76.0;300;21.164021164021165;Rica;Yilan, Taiwan;Taiwan
Burundi Kibingo Intenso;94.0;Glendale, California;Kayanza Province, Burundi;Medium Light;$21.00/12 ounces;57.0;74.0;6,17;21.0;Burundi;Glendale, California;USA
Ecuador Peñaherrera AAA;95.0;San Diego, California;Ibarra, Imbabura Province, Ecuador;Medium Light;$25.00/12 ounces;58.0;76.0;7,35;25.0;Ecuador;San Diego, California;USA
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural;95.0;Topeka, Kansas;Alto Quiel, Panama;Medium Light;$65.00/8 ounces;60.0;77.0;28,66;65.0;Panama;Topeka, Kansas;USA
Kona SL34 Champagne Natural Uluwehi Farm;95.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;58.0;76.0;26,46;30.0;;Minneapolis, Minnesota;USA
Ethiopia Yirgacheffe Adado;94.0;Harrisonburg, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.99/12 ounces;60.0;78.0;5,58;18.99;Ethiopia;Harrisonburg, Virginia;USA
Tanzania Mbeya Mimba;95.0;Lexington, Virginia;Mbozi, Mbeya growing region, southwestern Tanzania;Medium Light;$18.75/12 ounces;58.0;76.0;5,51;18.75;Tanzania;Lexington, Virginia;USA
Costa Rica La Chumeca;94.0;Lexington, Virginia;Santa Maria de Dota, Costa Rica;Medium Light;$23.00/12 ounces;60.0;78.0;6,76;23.0;Rica;Lexington, Virginia;USA
Gesha Spirits;95.0;San Diego, California;Huila, Colombia;Medium Light;$24.50/5.5 ounces;60.0;77.0;15,71;45801;Colombia;San Diego, California;USA
Kenya Nyeri Hill Farm AA TOP;94.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $349/8 ounces;59.0;79.0;153,88;349.0;Kenya;Taipei, Taiwan;Taiwan
Costa Rica Las Montañas Honey;94.0;Thermopolis, Wyoming;Tarrazú growing region, Costa Rica;Medium Light;$14.00/12 ounces;60.0;78.0;4,12;14.0;Rica;Thermopolis, Wyoming;USA
Colombia Finca La Guaca Ají;94.0;San Rafael, California;Pitalito Municipality, Huila Department, Colombia;Light;$19.50/6 ounces;62.0;80.0;11,46;45796;Colombia;San Rafael, California;USA
Kenya Washed Kiambu Uklili AB Espresso;96.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $400/8 ounces;54.0;72.0;176,37;400.0;Kenya;Chia-Yi, Taiwan;Taiwan
Karatina Kenya;95.0;Madison, Wisconsin;Nyeri County, Kenya;Medium Light;$23.00/12 ounces;58.0;76.0;6,76;23.0;Kenya;Madison, Wisconsin;USA
Karamo Ethiopia;94.0;Madison, Wisconsin;Sidama growing region, Ethiopia;Medium Light;$19.00/12 ounces;60.0;78.0;5,59;19.0;Ethiopia;Madison, Wisconsin;USA
Ethiopia Natural Shakisso Mormora 74112;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;54.0;76.0;143,3;325.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Washed Shakisso Mormora 74112;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;58.0;78.0;143,3;325.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Tang Bohu Espresso Blend;95.0;Taoyuan, Taiwan;"Ethiopia; Kenya; Colombia; Costa Rica";Medium;NT $650/8 ounces;45.0;70.0;286,6;650.0;Rica;Taoyuan, Taiwan;Taiwan
Colombia Quindio Anaerobic Natural;94.0;Minneapolis, Minnesota;Quindio Department, Colombia;Medium Light;$30.00/12 ounces;60.0;78.0;8,82;30.0;Colombia;Minneapolis, Minnesota;USA
Colombia Tres Dragones Natural;94.0;Topeka, Kansas;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$25.00/12 ounces;58.0;76.0;7,35;25.0;Colombia;Topeka, Kansas;USA
Colombia Finca Jardines del Eden Ice Fermentation Natural;94.0;Yilan, Taiwan;Cauca Department, Colombia;Medium Light;NT $500/100 grams;58.0;74.0;500;17.636684303350968;Colombia;Yilan, Taiwan;Taiwan
Honduras Natural San Vicente Belarmino Contreras Pacas;94.0;Chia-Yi, Taiwan;Santa Barbara Department, Honduras;Medium Light;NT $275/8 ounces;58.0;78.0;121,25;275.0;Honduras;Chia-Yi, Taiwan;Taiwan
Chasing Horizon Natural Espresso;95.0;Taoyuan, Taiwan;Ethiopia;Medium;NT $800/8 ounces;48.0;64.0;352,73;800.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Supernatural;95.0;Lee, Massachusetts;Sidama Region, south-central Ethiopia;Medium Light;$18.45/12 ounces;56.0;74.0;5,42;18.45;Ethiopia;Lee, Massachusetts;USA
Ethiopia Alemaza Natural SOE;95.0;Taipei, Taiwan;Sidama Region, south-central Ethiopia;Medium Light;NT $360/8 ounces;58.0;77.0;158,73;360.0;Ethiopia;Taipei, Taiwan;Taiwan
Kona Natural Espresso;95.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$62.95/8 ounces;57.0;77.0;27,76;62.95;;Holualoa, Hawaii;USA
Colombia Tres Dragones;95.0;Jersey City, New Jersey;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$22.50/10 ounces;60.0;76.0;7,94;45799;Colombia;Jersey, New Jersey;USA
Colombia Quindio Anaerobic Natural;94.0;Minneapolis, Minnesota;Quindio Department, Colombia;Medium Light;$30.00/12 ounces;61.0;79.0;8,82;30.0;Colombia;Minneapolis, Minnesota;USA
Colombia Pink Bourbon;94.0;Minneapolis, Minnesota;Pitalito, Huila Department, Colombia;Medium Light;$19.00/6 ounces;60.0;77.0;11,17;19.0;Colombia;Minneapolis, Minnesota;USA
Peru Gesha;94.0;Manlius, New York;Pacaybamba growing region, Peru;Medium Light;$30.00/12 ounces;60.0;77.0;8,82;30.0;Peru;Manlius, New York;USA
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural;95.0;New Taipei City, Taiwan;San Lorenzo, Saraguro, Loja, Ecuador;Light;NT $330/113 grams;64.0;84.0;292,04;11.64021164021164;Ecuador;New Taipei, Taiwan;Taiwan
Panama Finca Deborah Afterglow Geisha Natural;95.0;Macao, China;Volcán growing region, Chiriquí Province, Panama;Light;HKD $498/105 grams;62.0;80.0;474,29;;Panama;Macao, China;China
Colombia Exótico De Altura;94.0;Charlotte, North Carolina;Giraldo, Antioquia, Colombia;Medium Light;$18.00/12 ounces;54.0;74.0;5,29;18.0;Colombia;Charlotte, North Carolina;USA
Ethiopia Dawencho 74110 Natural Espresso;94.0;Taipei, Taiwan;Arbegona, Sidama Region, Ethiopia;Medium Light;NT $620/100 grams;58.0;77.0;620;21.869488536155202;Ethiopia;Taipei, Taiwan;Taiwan
Kenya Nyeri Yerihar AA Top Lot 21/01;94.0;Douliou City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $450/220 grams;57.0;78.0;204,55;15.873015873015872;Kenya;Douliou, Taiwan;Taiwan
Colombia Wush Wush Dynamic Natural;95.0;Osaka, Japan;San Augustín, Huila Department, Colombia;Light;$33.00/200 grams;75.0;93.0;16,5;1.164021164021164;Colombia;Osaka, Japan;Japan
Rwanda Gatare;94.0;San Diego, California;Nyamasheke District, Western Province, Rwanda;Medium Light;$22.00/12 ounces;58.0;80.0;6,47;22.0;Rwanda;San Diego, California;USA
Costa Rica Naranjo Danilo Salazar Arias;94.0;Portland, Maine;Alajuela, Costa Rica;Medium Light;$23.00/12 ounces;60.0;77.0;6,76;23.0;Rica;Portland, Maine;USA
Ethiopia Guji Shakiso G1 Honey;94.0;Taoyuan, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NT $400/8 ounces;59.0;77.0;176,37;400.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Yemen Haraaz Red Mahal Aqeeq ul Station Natural;97.0;Topeka, Kansas;Sharqi, Haraaz, Yemen;Medium Light;$35.00/8 ounces;58.0;76.0;15,43;35.0;Yemen;Topeka, Kansas;USA
Brazil Fazenda Samambaia Natural Fermentation Arara;95.0;Chia-Yi, Taiwan;Santo Antônio do Amparo, Minas Gerais State, Brazil;Medium Light;NT $600/8 ounces;58.0;76.0;264,55;600.0;Brazil;Chia-Yi, Taiwan;Taiwan
Costa Rica Canet Musician Series Bach Raisin Honey;94.0;Taipei, Taiwan;Tarrazu, Costa Rica;Medium Light;NT $550/227 grams;60.0;77.0;242,29;19.400352733686066;Rica;Taipei, Taiwan;Taiwan
Peru Amazonas Los Santos Geisha Natural;95.0;Taipei, Taiwan;Utcubamba Province, Amazonas region, northern Peru;Light;NT $950/227 grams;64.0;80.0;418,5;33.50970017636684;Peru;Taipei, Taiwan;Taiwan
Ethiopia Odola Washed;95.0;Bozeman, Montana;Uraga, Guji Zone, Oromia Region, Southern Ethiopia;Light;$18.95/12 ounces;60.0;82.0;5,57;18.95;Ethiopia;Bozeman, Montana;USA
Minanga Village Sulawesi;94.0;Madison, Wisconsin;Toraja growing region, south-central Sulawesi, Indonesia;Medium Light;$24.00/12 ounces;54.0;72.0;7,05;24.0;Indonesia;Madison, Wisconsin;USA
Ka‘ū Tropical Punch Washed;94.0;Minneapolis, Minnesota;Ka‘ū, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58.0;74.0;22,05;25.0;;Minneapolis, Minnesota;USA
Kenya Peaberry Top Hill Farm Espresso;95.0;Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $550/200 grams;45.0;58.0;275;19.400352733686066;Kenya;Taiwan;Taiwan
Ethiopia Belayneh Bariso Natural;95.0;Bozeman, Montana;Sidama growing region, southern Ethiopia;Medium Light;$19.50/12 ounces;58.0;76.0;5,73;45796;Ethiopia;Bozeman, Montana;USA
Kona SL34 Champagne Natural Uluwehi Farm;94.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57.0;74.0;26,46;30.0;;Minneapolis, Minnesota;USA
Yemen Al Mashtal Al Burhani;95.0;Minneapolis, Minnesota;Haraaz, Yemen;Medium Light;$30.00/4 ounces;58.0;74.0;26,46;30.0;Yemen;Minneapolis, Minnesota;USA
Ka‘ū Lactic Natural;95.0;Minneapolis, Minnesota;Ka‘ū, Big Island of Hawai‘i;Medium Light;$30.00/4 ounces;60.0;77.0;26,46;30.0;;Minneapolis, Minnesota;USA
Colombia Finca El Paraiso Castillo Red Plum;94.0;Minneapolis, Minnesota;Cauca Department, Colombia;Light;$16.00/4 ounces;62.0;80.0;14,11;16.0;Colombia;Minneapolis, Minnesota;USA
Ethiopia Guji Uraga Tebe Burku Natural;94.0;Taipei City, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $350/227 grams;58.0;74.0;154,19;12.345679012345679;Ethiopia;Taipei, Taiwan;Taiwan
British Style Espresso Blend;95.0;Taipei City, Taiwan;"Panama; Honduras; Ethiopia";Medium;NT $500/227 grams;50.0;64.0;220,26;17.636684303350968;Ethiopia;Taipei, Taiwan;Taiwan
Costa Rica Brunca Rivense Las Moras Black Honey;94.0;Taipei City, Taiwan;Brunca growing region, Costa Rica;Medium Light;NT $400/ 227 grams;62.0;76.0;176,21;14.109347442680775;Rica;Taipei, Taiwan;Taiwan
Ethiopia Yirgacheffe Hama Washed;94.0;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $350/227 grams;62.0;76.0;154,19;12.345679012345679;Ethiopia;Taipei, Taiwan;Taiwan
Peru Washed Santa Monica Gesha;96.0;Chia-Yi, Taiwan;Amaybamba, Cusco, Peru;Medium Light;NT $700/4 ounces;58.0;77.0;617,28;700.0;Peru;Chia-Yi, Taiwan;Taiwan
Taiwan Washed Alishan Ching-Ye Farm SL34;94.0;Chia-Yi, Taiwan;Alishan, Chia-Yi City, Taiwan;Medium Light;NT $400/4 ounces;56.0;74.0;352,73;400.0;Taiwan;Chia-Yi, Taiwan;Taiwan
Ethiopia Guji Odo Shakiso;94.0;Harrisonburg, Virginia;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$17.99/ 12 ounces;60.0;76.0;5,29;17.99;Ethiopia;Harrisonburg, Virginia;USA
Ethiopia Sidamo Karamo;95.0;San Diego, California;Sidamo growing region, southern Ethiopia;Light;$26.00/12 ounces;62.0;80.0;7,64;26.0;Ethiopia;San Diego, California;USA
Gigesa Ethiopia;94.0;Madison, Wisconsin;Guji Zone, Oromia Region, Ethiopia;Medium Light;$19.00/12 ounces;56.0;74.0;5,59;19.0;Ethiopia;Madison, Wisconsin;USA
Oahu Triple-Bourbon “Sparkling” Yeast Ferment;94.0;Pahala, Hawai'i;Maunawili growing region, southeastern Oahu, Hawaii;Medium Light;$17.00/4 ounces;54.0;74.0;14,99;17.0;Hawaii;Pahala, Hawaii;USA
Colombia Ibague Tolima;94.0;San Diego, California;Tolima Department, Colombia;Light;$26.00/12 ounces;64.0;80.0;7,64;26.0;Colombia;San Diego, California;USA
Kenya Karatu;94.0;Kiambu County, Kenya;Kiambu County, Kenya;Medium Light;$23.50/12 ounces;60.0;76.0;6,91;45800;Kenya;Kiambu, Kenya;Kenya
Ecuador Taza Dorada Finca Cruz Loma;96.0;Minneapolis, Minnesota;San Jose de Minas, Pichincha, Ecuador;Medium Light;$140.00/4 ounces;60.0;77.0;123,46;140.0;Ecuador;Minneapolis, Minnesota;USA
Kona Bourbon Champagne Natural Uluwehi Farm;95.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57.0;74.0;26,46;30.0;;Minneapolis, Minnesota;USA
Panama Hacienda La Esmeralda Geisha Washed;95.0;Yilan, Taiwan;Boquete growing region, western Panama;Medium;NT $800/100 grams;46.0;60.0;800;28.21869488536155;Panama;Yilan, Taiwan;Taiwan
Peru Garden of Eden Farcent Geisha Anaerobic Washed;94.0;Yilan, Taiwan;Villa Rica District, Pasco Department, Peru;Medium Light;NT $700/100 grams;62.0;78.0;700;24.691358024691358;Peru;Yilan, Taiwan;Taiwan
Pointu Laurina;95.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium;$65.95/8 ounces;46.0;60.0;29,08;65.95;;Holualoa, Hawaii;USA
Ecuador Finca Cruz Loma;95.0;Taoyuan, Taiwan;San Jose de Minas, Pichincha, Ecuador;Medium Dark;NT $3600/100 grams;40.0;54.0;3600;126.98412698412697;Ecuador;Taoyuan, Taiwan;Taiwan
Aged Sumatra Semiga;94.0;Minneapolis, Minnesota;Simalungun, Sumatra, Indonesia;Medium Dark;$30.00/12 ounces;40.0;50.0;8,82;30.0;Indonesia;Minneapolis, Minnesota;USA
Indonesia Sumatra Kerinci Valley;94.0;San Diego, California;Mount Kerinci Highlands, Sumatra, Indonesia;Medium;$24.50/12 ounces;47.0;60.0;7,2;45801;Indonesia;San Diego, California;USA
Ka’u Classic Dark;94.0;Pahala, Hawai'i;Ka’u growing region, Big Island of Hawai’i;Medium;$19.95/7 ounces;47.0;61.0;10,05;19.95;;Pahala, Hawaii;USA
Sumatra Boru Batak;95.0;San Diego, California;Lintongnihuta, northern Sumatra, Indonesia;Medium Light;$17.50/10 ounces;57.0;79.0;6,17;45794;Indonesia;San Diego, California;USA
Barokah Honey Sumatra;95.0;Madison, Wisconsin;Gunung Tujuh, Kerinci, Sumatra, Indonesia;Medium Light;$19.00/12 ounces;58.0;80.0;5,59;19.0;Indonesia;Madison, Wisconsin;USA
Colombia Finca La Primavera Sidra;96.0;Minneapolis, Minnesota;Huila, Colombia;Light;$48.00/12 ounces;64.0;82.0;14,11;48.0;Colombia;Minneapolis, Minnesota;USA
Ethiopia Natural Guji Dasaya SP;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $350/8 ounces;58.0;78.0;154,32;350.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Anaerobic Shantawene;94.0;Manlius, New York;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;58.0;80.0;5,88;20.0;Ethiopia;Manlius, New York;USA
Ethiopia Bensa Asefa Qonqana;94.0;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;$26.00/12 ounces;64.0;86.0;7,64;26.0;Ethiopia;San Diego, California;USA
Ethiopia Durato Bombe;94.0;Charlotte, North Carolina;Bombe mountains, Sidama Region, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;78.0;5,59;19.0;Ethiopia;Charlotte, North Carolina;USA
Ethiopia Washed Shantawene;94.0;Manlius, New York;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Ethiopia;Manlius, New York;USA
Indonesia Sumatra Natural Aceh Musara SC19;94.0;Chia-Yi, Taiwan;Aceh Province, northern Sumatra Indonesia;Light;NT $350/ 8 ounces;62.0;80.0;154,32;350.0;Indonesia;Chia-Yi, Taiwan;Taiwan
Kenya Washed Kabingara AA;94.0;Chia-Yi, Taiwan;Kirinyaga County, south-central Kenya;Medium Light;NT $360/8 ounces;57.0;77.0;158,73;360.0;Kenya;Chia-Yi, Taiwan;Taiwan
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural;95.0;New Taipei City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $750/227 grams;57.0;77.0;330,4;26.455026455026452;Kenya;New Taipei, Taiwan;Taiwan
Lugmapata Ecuador;95.0;Madison, Wisconsin;Pallatanga, Chimborazo Province, Ecuador;Medium Light;$18.00/8 ounces;60.0;80.0;7,94;18.0;Ecuador;Madison, Wisconsin;USA
Red Sunset by Andres Cardona;94.0;San Diego, California;Santa Bárbara, Antioquia Department, Colombia;Medium Light;$24.00/12 ounces;55.0;73.0;7,05;24.0;Colombia;San Diego, California;USA
Macarena Colombia;94.0;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Medium Light;$18.00/8 ounces;60.0;78.0;7,94;18.0;Colombia;Madison, Wisconsin;USA
Haraaz Red Yemen;94.0;Madison, Wisconsin;Al Mashtal ul Burhani, Yemen;Medium Light;$25.00/8 ounces;58.0;78.0;11,02;25.0;Yemen;Madison, Wisconsin;USA
El Salvador Anarquia Pacamara;94.0;Buffalo, New York;Apaneca, El Salvador;Light;$22.00/12 ounces;60.0;82.0;6,47;22.0;Salvador;Buffalo, New York;USA
Colombia Sidra Natural Signature Selection;96.0;San Diego, California;Caicedonia, Valle de Cauca Department, Colombia;Light;$69.00/6 ounces;62.0;80.0;40,56;69.0;Colombia;San Diego, California;USA
Colombia Finca El Paraiso Geisha Letty;97.0;Minneapolis, Minnesota;Cauca, Colombia;Light;$40.00/4 ounces;64.0;84.0;35,27;40.0;Colombia;Minneapolis, Minnesota;USA
Monarch Estate Pacamara;94.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$40.95/4 ounces;60.0;80.0;36,11;40.95;;Holualoa, Hawaii;USA
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry;94.0;Minneapolis, Minnesota;Holualoa, Kona growing region, Big Island of Hawai’i;Medium Light;$40.00/4 ounces;56.0;72.0;35,27;40.0;;Minneapolis, Minnesota;USA
Ka’u IPA Natural;95.0;Minneapolis, Minnesota;Ka’u growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58.0;78.0;22,05;25.0;;Minneapolis, Minnesota;USA
Ecuador Finca Lugmapata Mejorado;95.0;Minneapolis, Minnesota;Pallatanga, Chimborazo, Ecuador;Light;$18.00/6 ounces;64.0;80.0;10,58;18.0;Ecuador;Minneapolis, Minnesota;USA
Shakiso Natural;94.0;Madison, Wisconsin;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;76.0;5,59;19.0;Ethiopia;Madison, Wisconsin;USA
Cerro Azul Geisha Honey Process;94.0;Madison, Wisconsin;Trujillo, Valle del Cauca, Colombia;Medium Light;$36.00/8 ounces;58.0;76.0;15,87;36.0;Colombia;Madison, Wisconsin;USA
La Esmeralda Diamond Mountain Washed Coffee;94.0;Tainan City, Taiwan;Boquete growing region, Panama;Medium Light;NT $470/225 grams;60.0;78.0;208,89;16.57848324514991;Panama;Tainan, Taiwan;Taiwan
Karen J Kona Red Bourbon Natural Anaerobic;95.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$49.95/8 ounces;56.0;76.0;22,02;49.95;;Holualoa, Hawaii;USA
El Salvador Finca Mileydi Pacamara;95.0;Floyd, Virginia;Cantón El Tunel, La Palma, Chalatenango, El Salvador;Medium Light;$24.99/12 ounces;60.0;78.0;7,35;24.99;Salvador;Floyd, Virginia;USA
El Salvador Las Veraneras Red Bourbon;94.0;Floyd, Virginia;Apaneca Ilamatepec mountain range;Medium Light;$18.99/12 ounces;58.0;78.0;5,58;18.99;;Floyd, Virginia;USA
Costa Rica Brunca Rivense La Guaca Passion Honey;94.0;New Taipei City, Taiwan;Brunca Region, Costa Rica;Medium Light;NT$400/227 grams;58.0;78.0;176,21;14.109347442680775;Rica;New Taipei, Taiwan;Taiwan
Hunkute by Nordic Approach;94.0;New Taipei City, Taiwan;Sidama growing region, southern Ethiopia;Light;NT $500/227g;64.0;88.0;;;Ethiopia;New Taipei, Taiwan;Taiwan
